no,timestamp,teks,teks_processed,tokens,matched_words,unmatched_words,removed_words
5277,2017-09-30T13:03:25.000Z,DPR Terkini Permen LHK tentang Kebijakan Perhutanan Sosial di Wilayah Kerja Perum Perhutani Perlu Dikaji Ulang,DPR terkini permen LHK tentang kebijakan perhutanan sosial di wilayah kerja perum perhutani perlu dikaji ulang,"['DPR', 'terkini', 'permen', 'LHK', 'tentang', 'kebijakan', 'perhutanan', 'sosial', 'di', 'wilayah', 'kerja', 'perum', 'perhutani', 'perlu', 'dikaji', 'ulang']","['terkini', 'tentang', 'kebijakan', 'sosial', 'kerja', 'perlu']",['di'],"['DPR', 'permen', 'LHK', 'perhutanan', 'wilayah', 'perum', 'perhutani', 'dikaji', 'ulang']"
5278,2017-09-30T04:36:33.000Z,Mendengar dan memperjuangkan aspirasi rakyat Dra Hj Ermalena MHS Wakil Ketua Kom DPR RI,mendengar dan memperjuangkan aspirasi rakyat dra hj ermalena MHS wakil ketua kom DPR RI,"['mendengar', 'dan', 'memperjuangkan', 'aspirasi', 'rakyat', 'dra', 'hj', 'ermalena', 'MHS', 'wakil', 'ketua', 'kom', 'DPR', 'RI']",[],['dan'],"['mendengar', 'memperjuangkan', 'aspirasi', 'rakyat', 'dra', 'hj', 'ermalena', 'MHS', 'wakil', 'ketua', 'kom', 'DPR', 'RI']"
5279,2017-09-30T00:32:33.000Z,saya sebagai masyarakat ingin bertanya sudah sampai dimanakah pembahasan RUU Praktik Pekerjaan Sosial ? Apakah ada harapan di sahkan,saya sebagai masyarakat ingin bertanya sudah sampai dimanakah pembahasan RUU praktik pekerjaan sosial ? apakah ada harapan di sahkan,"['saya', 'sebagai', 'masyarakat', 'ingin', 'bertanya', 'sudah', 'sampai', 'dimanakah', 'pembahasan', 'RUU', 'praktik', 'pekerjaan', 'sosial', '?', 'apakah', 'ada', 'harapan', 'di', 'sahkan']","['sebagai', 'bertanya', 'sudah', 'sampai', 'pembahasan', 'pekerjaan', 'sosial', 'ada']","['saya', 'di']","['masyarakat', 'ingin', 'dimanakah', 'RUU', 'praktik', '?', 'apakah', 'harapan', 'sahkan']"
5280,2017-09-29T15:01:01.000Z,Masyarakat sudah resah dngan kebijakan polisi gmna jadi nya nih negara klo gini trus,masyarakat sudah resah dengan kebijakan polisi bagaimana jadi nya ini negara jika begini terus,"['masyarakat', 'sudah', 'resah', 'dengan', 'kebijakan', 'polisi', 'bagaimana', 'jadi', 'nya', 'ini', 'negara', 'jika', 'begini', 'terus']","['sudah', 'resah', 'kebijakan', 'jadi', 'begini']","['dengan', 'bagaimana', 'ini', 'jika']","['masyarakat', 'polisi', 'nya', 'negara', 'terus']"
5281,2017-09-29T14:21:35.000Z,Kapan DPR RI pertimbangkan aspirasi rakyat papua??? Ada diskriminasi di DPR RI?,kapan DPR RI pertimbangkan aspirasi rakyat papua ? ? ada diskriminasi di DPR RI ?,"['kapan', 'DPR', 'RI', 'pertimbangkan', 'aspirasi', 'rakyat', 'papua', '?', '?', 'ada', 'diskriminasi', 'di', 'DPR', 'RI', '?']",['ada'],['di'],"['kapan', 'DPR', 'RI', 'pertimbangkan', 'aspirasi', 'rakyat', 'papua', '?', '?', 'diskriminasi', 'DPR', 'RI', '?']"
5282,2017-09-29T14:10:34.000Z,DPR akan Pertimbangkan Aspirasi Massa Aksi,DPR akan pertimbangkan aspirasi massa aksi,"['DPR', 'akan', 'pertimbangkan', 'aspirasi', 'massa', 'aksi']",['aksi'],[],"['DPR', 'akan', 'pertimbangkan', 'aspirasi', 'massa']"
5283,2017-09-29T11:13:12.000Z,Wakil Rakyat Maluku Asal SBT Seram Aspirasi Rakyat Dua Kecamatan,wakil rakyat maluku asal SBT seram aspirasi rakyat dua kecamatan,"['wakil', 'rakyat', 'maluku', 'asal', 'SBT', 'seram', 'aspirasi', 'rakyat', 'dua', 'kecamatan']","['seram', 'dua']",[],"['wakil', 'rakyat', 'maluku', 'asal', 'SBT', 'aspirasi', 'rakyat', 'kecamatan']"
5284,2017-09-29T10:08:34.000Z,Wakil Rakyat memang penting menerima perjuangkan aspirasi rakyat Agar demokrasi kita selalu sehat,wakil rakyat memang penting menerima perjuangkan aspirasi rakyat agar demokrasi kita selalu sehat,"['wakil', 'rakyat', 'memang', 'penting', 'menerima', 'perjuangkan', 'aspirasi', 'rakyat', 'agar', 'demokrasi', 'kita', 'selalu', 'sehat']","['memang', 'penting', 'menerima', 'agar', 'sehat']",[],"['wakil', 'rakyat', 'perjuangkan', 'aspirasi', 'rakyat', 'demokrasi', 'kita', 'selalu']"
5285,2017-09-29T09:43:07.000Z,Menerima prwakilan peserta aksi di ruang rapat pimpinan bersama Waka DPR Bpk Fadlizon dan Bpk Agus Hermanto,menerima prwakilan peserta aksi di ruang rapat pimpinan bersama waka DPR bpk fadlizon dan bpk agus hermanto,"['menerima', 'prwakilan', 'peserta', 'aksi', 'di', 'ruang', 'rapat', 'pimpinan', 'bersama', 'waka', 'DPR', 'bpk', 'fadlizon', 'dan', 'bpk', 'agus', 'hermanto']","['menerima', 'peserta', 'aksi', 'ruang', 'rapat', 'bersama']","['di', 'dan']","['prwakilan', 'pimpinan', 'waka', 'DPR', 'bpk', 'fadlizon', 'bpk', 'agus', 'hermanto']"
5286,2017-09-28T12:01:15.000Z,Jgn lupa BKKBN diajak diskusi terkait RUU tersebut bu,jangan lupa BKKBN diajak diskusi terkait RUU tersebut bu,"['jangan', 'lupa', 'BKKBN', 'diajak', 'diskusi', 'terkait', 'RUU', 'tersebut', 'bu']","['jangan', 'lupa', 'diajak', 'terkait']",[],"['BKKBN', 'diskusi', 'RUU', 'tersebut', 'bu']"
5287,2017-09-28T11:53:32.000Z,Kunjungan Kerja Komisi VI DPR RI dalam rangka Pembahasan RUU Tentang Perkoperasian ke,kunjungan kerja komisi VI DPR RI dalam rangka pembahasan RUU tentang perkoperasian ke,"['kunjungan', 'kerja', 'komisi', 'VI', 'DPR', 'RI', 'dalam', 'rangka', 'pembahasan', 'RUU', 'tentang', 'perkoperasian', 'ke']","['kerja', 'komisi', 'dalam', 'pembahasan', 'tentang']",['ke'],"['kunjungan', 'VI', 'DPR', 'RI', 'rangka', 'RUU', 'perkoperasian']"
5288,2017-09-28T08:53:32.000Z,Komisi VII DPR RI dipimpin Wakil Ketua Marlinda Irwanti dengar masukan mengenai RUU ttg Sistem Nasional Pengetahuan Teknologi dari pakar,komisi VII DPR RI dipimpin wakil ketua marlinda irwanti dengar masukan mengenai RUU tentang sistem nasional pengetahuan teknologi dari pakar,"['komisi', 'VII', 'DPR', 'RI', 'dipimpin', 'wakil', 'ketua', 'marlinda', 'irwanti', 'dengar', 'masukan', 'mengenai', 'RUU', 'tentang', 'sistem', 'nasional', 'pengetahuan', 'teknologi', 'dari', 'pakar']","['komisi', 'dengar', 'tentang', 'sistem', 'pengetahuan', 'pakar']",['dari'],"['VII', 'DPR', 'RI', 'dipimpin', 'wakil', 'ketua', 'marlinda', 'irwanti', 'masukan', 'mengenai', 'RUU', 'nasional', 'teknologi']"
5289,2017-09-28T08:47:52.000Z,Ya bgtulah tanggung jwb DPR _RI sbg fungsi kontrol thdp kebijakan pmrintah Yg salah ibu bkan dr partai politik,ya bgtulah tanggung jawab DPR _RI sebagai fungsi kontrol terhadap kebijakan pmrintah yang salah ibu bukan dari partai politik,"['ya', 'bgtulah', 'tanggung', 'jawab', 'DPR', '_RI', 'sebagai', 'fungsi', 'kontrol', 'terhadap', 'kebijakan', 'pmrintah', 'yang', 'salah', 'ibu', 'bukan', 'dari', 'partai', 'politik']","['tanggung', 'jawab', 'sebagai', 'kebijakan', 'salah', 'bukan', 'politik']","['ya', 'yang', 'dari']","['bgtulah', 'DPR', '_RI', 'fungsi', 'kontrol', 'terhadap', 'pmrintah', 'ibu', 'partai']"
5290,2017-09-28T07:48:48.000Z,Rapat Panja RUU tentang Sistem Nasional Pengetahuan dan Teknologi dengan para pakar Kamis September,rapat panja RUU tentang sistem nasional pengetahuan dan teknologi dengan para pakar kamis september,"['rapat', 'panja', 'RUU', 'tentang', 'sistem', 'nasional', 'pengetahuan', 'dan', 'teknologi', 'dengan', 'para', 'pakar', 'kamis', 'september']","['rapat', 'tentang', 'sistem', 'pengetahuan', 'para', 'pakar']","['dan', 'dengan']","['panja', 'RUU', 'nasional', 'teknologi', 'kamis', 'september']"
5291,2017-09-28T07:32:46.000Z,Rancangan Undang Undang Masyarakat Adat kini diproses di Badan Legislasi DPR RI setelah pada pertengahan Agustus,rancangan undang undang masyarakat adat kini diproses di badan legislasi DPR RI setelah pada pertengahan agustus,"['rancangan', 'undang', 'undang', 'masyarakat', 'adat', 'kini', 'diproses', 'di', 'badan', 'legislasi', 'DPR', 'RI', 'setelah', 'pada', 'pertengahan', 'agustus']","['undang', 'undang', 'kini', 'diproses', 'badan']","['di', 'pada']","['rancangan', 'masyarakat', 'adat', 'legislasi', 'DPR', 'RI', 'setelah', 'pertengahan', 'agustus']"
5292,2017-09-28T05:48:21.000Z,RUU SDA Harus Fokus Pada Pengelolaan Sumber Daya Air,RUU SDA harus fokus pada pengelolaan sumber daya air,"['RUU', 'SDA', 'harus', 'fokus', 'pada', 'pengelolaan', 'sumber', 'daya', 'air']","['harus', 'fokus', 'air']",['pada'],"['RUU', 'SDA', 'pengelolaan', 'sumber', 'daya']"
5293,2017-09-28T05:47:25.000Z,Permen LHK tentang Kebijakan Perhutanan Sosial di Wilayah Kerja Perum Perhutani Perlu Dikaji Ulang,permen LHK tentang kebijakan perhutanan sosial di wilayah kerja perum perhutani perlu dikaji ulang,"['permen', 'LHK', 'tentang', 'kebijakan', 'perhutanan', 'sosial', 'di', 'wilayah', 'kerja', 'perum', 'perhutani', 'perlu', 'dikaji', 'ulang']","['tentang', 'kebijakan', 'sosial', 'kerja', 'perlu']",['di'],"['permen', 'LHK', 'perhutanan', 'wilayah', 'perum', 'perhutani', 'dikaji', 'ulang']"
5294,2017-09-28T04:45:20.000Z,Anggota PANJA RUU tentang PERKOPERASIAN KOMISI VI DPR RI tiba di Provinsi Jawa Timur,anggota PANJA RUU tentang PERKOPERASIAN KOMISI VI DPR RI tiba di provinsi jawa timur,"['anggota', 'PANJA', 'RUU', 'tentang', 'PERKOPERASIAN', 'KOMISI', 'VI', 'DPR', 'RI', 'tiba', 'di', 'provinsi', 'jawa', 'timur']","['anggota', 'tentang', 'KOMISI']",['di'],"['PANJA', 'RUU', 'PERKOPERASIAN', 'VI', 'DPR', 'RI', 'tiba', 'provinsi', 'jawa', 'timur']"
5295,2017-09-28T02:49:02.000Z,tukang Suudzon wakil Rakyat ikut demo Wakil Rakyat mnerima Aspirasi Rakyat bkn ngomporin pendemo,tukang suudzon wakil rakyat ikut demo wakil rakyat menerima aspirasi rakyat bukan ngomporin pendemo,"['tukang', 'suudzon', 'wakil', 'rakyat', 'ikut', 'demo', 'wakil', 'rakyat', 'menerima', 'aspirasi', 'rakyat', 'bukan', 'ngomporin', 'pendemo']","['tukang', 'suudzon', 'ikut', 'demo', 'menerima', 'bukan']",[],"['wakil', 'rakyat', 'wakil', 'rakyat', 'aspirasi', 'rakyat', 'ngomporin', 'pendemo']"
5296,2017-09-28T01:55:47.000Z,Agenda DPR Kamis Pukul WIB Rapat Panja RUU Pemberantasan Tindak Pidana Terorisme agendaDPR,agenda DPR kamis pukul WIB rapat panja RUU pemberantasan tindak pidana terorisme agendadpr,"['agenda', 'DPR', 'kamis', 'pukul', 'WIB', 'rapat', 'panja', 'RUU', 'pemberantasan', 'tindak', 'pidana', 'terorisme', 'agendadpr']","['pukul', 'rapat']",[],"['agenda', 'DPR', 'kamis', 'WIB', 'panja', 'RUU', 'pemberantasan', 'tindak', 'pidana', 'terorisme', 'agendadpr']"
5297,2017-09-28T01:53:56.000Z,Agenda DPR Kamis Pukul WIB Komisi IX DPR Rapat Panja RUU Kepalangmerahan agendaDPR,agenda DPR kamis pukul WIB komisi IX DPR rapat panja RUU kepalangmerahan agendadpr,"['agenda', 'DPR', 'kamis', 'pukul', 'WIB', 'komisi', 'IX', 'DPR', 'rapat', 'panja', 'RUU', 'kepalangmerahan', 'agendadpr']","['pukul', 'komisi', 'rapat']",[],"['agenda', 'DPR', 'kamis', 'WIB', 'IX', 'DPR', 'panja', 'RUU', 'kepalangmerahan', 'agendadpr']"
5298,2017-09-28T00:05:00.000Z,Sekjen Hery dan Dirjen Binapentasker Maruli Ikuti Rapat Timus Timsin RUU ttg Perlindungan Pekerja Indonesia di Luar Negeri,sekjen hery dan dirjen binapentasker maruli ikuti rapat timus timsin RUU tentang perlindungan pekerja indonesia di luar negeri,"['sekjen', 'hery', 'dan', 'dirjen', 'binapentasker', 'maruli', 'ikuti', 'rapat', 'timus', 'timsin', 'RUU', 'tentang', 'perlindungan', 'pekerja', 'indonesia', 'di', 'luar', 'negeri']","['rapat', 'tentang', 'pekerja']","['dan', 'di']","['sekjen', 'hery', 'dirjen', 'binapentasker', 'maruli', 'ikuti', 'timus', 'timsin', 'RUU', 'perlindungan', 'indonesia', 'luar', 'negeri']"
5299,2017-09-27T08:35:11.000Z,Komisi X DPR RI Ekonomi Kreatif Harus Miliki Undang Undang yang Jelas,komisi kali DPR RI ekonomi kreatif harus miliki undang undang yang jelas,"['komisi', 'kali', 'DPR', 'RI', 'ekonomi', 'kreatif', 'harus', 'miliki', 'undang', 'undang', 'yang', 'jelas']","['komisi', 'kreatif', 'harus', 'undang', 'undang', 'jelas']",['yang'],"['kali', 'DPR', 'RI', 'ekonomi', 'miliki']"
5300,2017-09-27T04:42:54.000Z,Komisi V DPR RDP dengan Kementerian Lingkungan Hidup dan Kehutanan Badan Geologi dan Prof Emil Salim membahas RUU Sumber Daya Air Komisi,komisi v DPR RDP dengan kementerian lingkungan hidup dan kehutanan badan geologi dan prof emil salim membahas RUU sumber daya air komisi,"['komisi', 'v', 'DPR', 'RDP', 'dengan', 'kementerian', 'lingkungan', 'hidup', 'dan', 'kehutanan', 'badan', 'geologi', 'dan', 'prof', 'emil', 'salim', 'membahas', 'RUU', 'sumber', 'daya', 'air', 'komisi']","['komisi', 'lingkungan', 'hidup', 'badan', 'salim', 'membahas', 'air', 'komisi']","['dengan', 'dan', 'dan']","['v', 'DPR', 'RDP', 'kementerian', 'kehutanan', 'geologi', 'prof', 'emil', 'RUU', 'sumber', 'daya']"
5301,2017-09-27T04:38:40.000Z,Rapat Panja RUU Pemberantasan Tindak Pidana Terorisme dengan Pemerintah membahas DIM RUU Rabu September RUUTerorisme,rapat panja RUU pemberantasan tindak pidana terorisme dengan pemerintah membahas DIM RUU rabu september ruuterorisme,"['rapat', 'panja', 'RUU', 'pemberantasan', 'tindak', 'pidana', 'terorisme', 'dengan', 'pemerintah', 'membahas', 'DIM', 'RUU', 'rabu', 'september', 'ruuterorisme']","['rapat', 'membahas']",['dengan'],"['panja', 'RUU', 'pemberantasan', 'tindak', 'pidana', 'terorisme', 'pemerintah', 'DIM', 'RUU', 'rabu', 'september', 'ruuterorisme']"
5302,2017-09-27T03:05:00.000Z,RUU SDA Harus Mampu Seimbangkan Peran Negara dan Partisipasi Masyarakat,RUU SDA harus mampu seimbangkan peran negara dan partisipasi masyarakat,"['RUU', 'SDA', 'harus', 'mampu', 'seimbangkan', 'peran', 'negara', 'dan', 'partisipasi', 'masyarakat']","['harus', 'mampu', 'partisipasi']",['dan'],"['RUU', 'SDA', 'seimbangkan', 'peran', 'negara', 'masyarakat']"
5303,2017-09-27T02:09:34.000Z,Agenda DPR Rabu Pukul WIB Rapat Panja RUU Pemberantasan Tindak Pidana Terorisme agendaDPR,agenda DPR rabu pukul WIB rapat panja RUU pemberantasan tindak pidana terorisme agendadpr,"['agenda', 'DPR', 'rabu', 'pukul', 'WIB', 'rapat', 'panja', 'RUU', 'pemberantasan', 'tindak', 'pidana', 'terorisme', 'agendadpr']","['pukul', 'rapat']",[],"['agenda', 'DPR', 'rabu', 'WIB', 'panja', 'RUU', 'pemberantasan', 'tindak', 'pidana', 'terorisme', 'agendadpr']"
5304,2017-09-26T20:50:50.000Z,Enak yah jadi wakil rakyat bisa jalan sana sini pake DUIT rakyat tp gak bisa mewakili aspirasi rakyat,enak ya jadi wakil rakyat dapat jalan sana sini pakai DUIT rakyat tetapi tidak dapat mewakili aspirasi rakyat,"['enak', 'ya', 'jadi', 'wakil', 'rakyat', 'dapat', 'jalan', 'sana', 'sini', 'pakai', 'DUIT', 'rakyat', 'tetapi', 'tidak', 'dapat', 'mewakili', 'aspirasi', 'rakyat']","['enak', 'jadi', 'dapat', 'tidak', 'dapat', 'mewakili']","['ya', 'tetapi']","['wakil', 'rakyat', 'jalan', 'sana', 'sini', 'pakai', 'DUIT', 'rakyat', 'aspirasi', 'rakyat']"
5305,2017-09-26T13:44:18.000Z,Kalo yg tidak datang di rapat paripurna namanya apa?,jika yang tidak datang di rapat paripurna namanya apa ?,"['jika', 'yang', 'tidak', 'datang', 'di', 'rapat', 'paripurna', 'namanya', 'apa', '?']","['tidak', 'datang', 'rapat', 'paripurna']","['jika', 'yang', 'di', 'apa']","['namanya', '?']"
5306,2017-09-26T11:18:43.000Z,Menerima kawan FPL n komnas perempuan memberi masukan RUU PKB Kawal RUU Penghapusan Kekerasan Seksual,menerima kawan FPL n komnas perempuan memberi masukan RUU PKB kawal RUU penghapusan kekerasan seksual,"['menerima', 'kawan', 'FPL', 'n', 'komnas', 'perempuan', 'memberi', 'masukan', 'RUU', 'PKB', 'kawal', 'RUU', 'penghapusan', 'kekerasan', 'seksual']","['menerima', 'memberi', 'kawal', 'penghapusan', 'kekerasan']",[],"['kawan', 'FPL', 'n', 'komnas', 'perempuan', 'masukan', 'RUU', 'PKB', 'RUU', 'seksual']"
5307,2017-09-26T09:27:01.000Z,Undang undang indonesia kurang situasional emang Alangkah lebih baik jika seperti saat ini mendengar suara rakyat biar malu,undang undang indonesia kurang situasional memang alangkah lebih baik jika seperti saat ini mendengar suara rakyat biar malu,"['undang', 'undang', 'indonesia', 'kurang', 'situasional', 'memang', 'alangkah', 'lebih', 'baik', 'jika', 'seperti', 'saat', 'ini', 'mendengar', 'suara', 'rakyat', 'biar', 'malu']","['undang', 'undang', 'kurang', 'memang', 'alangkah', 'lebih', 'baik', 'seperti', 'suara', 'biar', 'malu']","['jika', 'ini']","['indonesia', 'situasional', 'saat', 'mendengar', 'rakyat']"
5308,2017-09-26T09:12:24.000Z,Bahas RUU Air Komisi V Dengar Masukan dari LSM,bahas RUU air komisi v dengar masukan dari LSM,"['bahas', 'RUU', 'air', 'komisi', 'v', 'dengar', 'masukan', 'dari', 'LSM']","['bahas', 'air', 'komisi', 'dengar']",['dari'],"['RUU', 'v', 'masukan', 'LSM']"
5309,2017-09-26T08:14:24.000Z,Komisi X DPR RDPU dengan Pakar untuk mendapatkan masukan terhadap RUU tentang Ekonomi Kreatif Selasa September Komisi,komisi kali DPR RDPU dengan pakar untuk mendapatkan masukan terhadap RUU tentang ekonomi kreatif selasa september komisi,"['komisi', 'kali', 'DPR', 'RDPU', 'dengan', 'pakar', 'untuk', 'mendapatkan', 'masukan', 'terhadap', 'RUU', 'tentang', 'ekonomi', 'kreatif', 'selasa', 'september', 'komisi']","['komisi', 'pakar', 'tentang', 'kreatif', 'komisi']","['dengan', 'untuk']","['kali', 'DPR', 'RDPU', 'mendapatkan', 'masukan', 'terhadap', 'RUU', 'ekonomi', 'selasa', 'september']"
5310,2017-09-26T08:12:01.000Z,Komisi V DPR RDPU dengan KruHA TCI ICEL dan WALHI membahas RUU Sumber Daya Air Selasa September Komisi,komisi v DPR RDPU dengan kruha TCI ICEL dan WALHI membahas RUU sumber daya air selasa september komisi,"['komisi', 'v', 'DPR', 'RDPU', 'dengan', 'kruha', 'TCI', 'ICEL', 'dan', 'WALHI', 'membahas', 'RUU', 'sumber', 'daya', 'air', 'selasa', 'september', 'komisi']","['komisi', 'membahas', 'air', 'komisi']","['dengan', 'dan']","['v', 'DPR', 'RDPU', 'kruha', 'TCI', 'ICEL', 'WALHI', 'RUU', 'sumber', 'daya', 'selasa', 'september']"
5311,2017-09-26T07:04:50.000Z,Rapat Paripurna DPR RI Anggota Tidak Hadir,rapat paripurna DPR RI anggota tidak hadir,"['rapat', 'paripurna', 'DPR', 'RI', 'anggota', 'tidak', 'hadir']","['rapat', 'paripurna', 'anggota', 'tidak', 'hadir']",[],"['DPR', 'RI']"
5312,2017-09-26T05:30:35.000Z,Wakil Ketua DPR RI Dr Agus Hermanto bersm Pimpinan DPR menghadiri Rapat Paripurna DPR RI ke MP TS,wakil ketua DPR RI dari agus hermanto bersm pimpinan DPR menghadiri rapat paripurna DPR RI ke MP TS,"['wakil', 'ketua', 'DPR', 'RI', 'dari', 'agus', 'hermanto', 'bersm', 'pimpinan', 'DPR', 'menghadiri', 'rapat', 'paripurna', 'DPR', 'RI', 'ke', 'MP', 'TS']","['rapat', 'paripurna']","['dari', 'ke']","['wakil', 'ketua', 'DPR', 'RI', 'agus', 'hermanto', 'bersm', 'pimpinan', 'DPR', 'menghadiri', 'DPR', 'RI', 'MP', 'TS']"
5313,2017-09-26T05:07:48.000Z,Selamat kepada Hakim Agung yang telah ditetapkan dalam Rapat Paripurna DPR RI Ke MP I TS ParipurnaDPR,selamat kepada hakim agung yang telah ditetapkan dalam rapat paripurna DPR RI ke MP i TS paripurnadpr,"['selamat', 'kepada', 'hakim', 'agung', 'yang', 'telah', 'ditetapkan', 'dalam', 'rapat', 'paripurna', 'DPR', 'RI', 'ke', 'MP', 'i', 'TS', 'paripurnadpr']","['selamat', 'dalam', 'rapat', 'paripurna']","['yang', 'ke']","['kepada', 'hakim', 'agung', 'telah', 'ditetapkan', 'DPR', 'RI', 'MP', 'i', 'TS', 'paripurnadpr']"
5314,2017-09-26T05:05:55.000Z,Rapat paripurna ke,rapat paripurna ke,"['rapat', 'paripurna', 'ke']","['rapat', 'paripurna']",['ke'],[]
5315,2017-09-26T05:02:03.000Z,Rapat Paripurna DPR RI Ke MP I TS menyetujui Hakim Agung yang telah dipilih oleh Komisi III DPR RI ParipurnaDPR,rapat paripurna DPR RI ke MP i TS menyetujui hakim agung yang telah dipilih oleh komisi II DPR RI paripurnadpr,"['rapat', 'paripurna', 'DPR', 'RI', 'ke', 'MP', 'i', 'TS', 'menyetujui', 'hakim', 'agung', 'yang', 'telah', 'dipilih', 'oleh', 'komisi', 'II', 'DPR', 'RI', 'paripurnadpr']","['rapat', 'paripurna', 'komisi']","['ke', 'yang', 'oleh']","['DPR', 'RI', 'MP', 'i', 'TS', 'menyetujui', 'hakim', 'agung', 'telah', 'dipilih', 'II', 'DPR', 'RI', 'paripurnadpr']"
5316,2017-09-26T04:51:01.000Z,Rapat Paripurna DPR RI Ke MP I TS menyetujui Laporan Pansus Angket terhadap Pelaksanaan Tugas dan Kewenangan KPK ParipurnaDPR,rapat paripurna DPR RI ke MP i TS menyetujui laporan pansus angket terhadap pelaksanaan tugas dan kewenangan KPK paripurnadpr,"['rapat', 'paripurna', 'DPR', 'RI', 'ke', 'MP', 'i', 'TS', 'menyetujui', 'laporan', 'pansus', 'angket', 'terhadap', 'pelaksanaan', 'tugas', 'dan', 'kewenangan', 'KPK', 'paripurnadpr']","['rapat', 'paripurna', 'laporan', 'pelaksanaan', 'tugas']","['ke', 'dan']","['DPR', 'RI', 'MP', 'i', 'TS', 'menyetujui', 'pansus', 'angket', 'terhadap', 'kewenangan', 'KPK', 'paripurnadpr']"
5317,2017-09-26T04:34:07.000Z,Rapat Paripurna pagi ini dipimpin oleh Bang,rapat paripurna pagi ini dipimpin oleh bang,"['rapat', 'paripurna', 'pagi', 'ini', 'dipimpin', 'oleh', 'bang']","['rapat', 'paripurna', 'pagi']","['ini', 'oleh']","['dipimpin', 'bang']"
5318,2017-09-26T04:26:11.000Z,Anggota DPR Absen di Paripurna Pansus Angket KPK DPR menggelar rapat paripurna dengan,anggota DPR absen di paripurna pansus angket KPK DPR menggelar rapat paripurna dengan,"['anggota', 'DPR', 'absen', 'di', 'paripurna', 'pansus', 'angket', 'KPK', 'DPR', 'menggelar', 'rapat', 'paripurna', 'dengan']","['anggota', 'absen', 'paripurna', 'rapat', 'paripurna']","['di', 'dengan']","['DPR', 'pansus', 'angket', 'KPK', 'DPR', 'menggelar']"
5319,2017-09-26T04:15:28.000Z,Anggota DPR Absen di Paripurna Pansus Angket KPK DPR menggelar rapat paripurna dengan sejumlah agenda,anggota DPR absen di paripurna pansus angket KPK DPR menggelar rapat paripurna dengan sejumlah agenda,"['anggota', 'DPR', 'absen', 'di', 'paripurna', 'pansus', 'angket', 'KPK', 'DPR', 'menggelar', 'rapat', 'paripurna', 'dengan', 'sejumlah', 'agenda']","['anggota', 'absen', 'paripurna', 'rapat', 'paripurna']","['di', 'dengan']","['DPR', 'pansus', 'angket', 'KPK', 'DPR', 'menggelar', 'sejumlah', 'agenda']"
5320,2017-09-26T04:12:10.000Z,Detik Anggota DPR Absen di Paripurna Pansus Angket KPK DPR menggelar rapat paripurna dengan sejumlah agen,detik anggota DPR absen di paripurna pansus angket KPK DPR menggelar rapat paripurna dengan sejumlah agen,"['detik', 'anggota', 'DPR', 'absen', 'di', 'paripurna', 'pansus', 'angket', 'KPK', 'DPR', 'menggelar', 'rapat', 'paripurna', 'dengan', 'sejumlah', 'agen']","['anggota', 'absen', 'paripurna', 'rapat', 'paripurna', 'agen']","['di', 'dengan']","['detik', 'DPR', 'pansus', 'angket', 'KPK', 'DPR', 'menggelar', 'sejumlah']"
5321,2017-09-26T04:11:59.000Z,Rapat paripurna hari ini memiliki tiga agenda termasuk laporan Pansus Angket,rapat paripurna hari ini memiliki tiga agenda termasuk laporan pansus angket,"['rapat', 'paripurna', 'hari', 'ini', 'memiliki', 'tiga', 'agenda', 'termasuk', 'laporan', 'pansus', 'angket']","['rapat', 'paripurna', 'termasuk', 'laporan']",['ini'],"['hari', 'memiliki', 'tiga', 'agenda', 'pansus', 'angket']"
5322,2017-09-26T04:09:32.000Z,info rapat Paripurna DPR,info rapat paripurna DPR,"['info', 'rapat', 'paripurna', 'DPR']","['info', 'rapat', 'paripurna']",[],['DPR']
5323,2017-09-26T04:06:16.000Z,LIVE! DPR RI Menggelar Rapat Paripurna ke dalam masa persidangan tahun Streaming,LIVE ! DPR RI menggelar rapat paripurna ke dalam masa persidangan tahun streaming,"['LIVE', '!', 'DPR', 'RI', 'menggelar', 'rapat', 'paripurna', 'ke', 'dalam', 'masa', 'persidangan', 'tahun', 'streaming']","['LIVE', 'rapat', 'paripurna', 'dalam']",['ke'],"['!', 'DPR', 'RI', 'menggelar', 'masa', 'persidangan', 'tahun', 'streaming']"
5324,2017-09-26T03:19:35.000Z,Rapat paripurna DPR RI hari ini akan membahas tentang laporan pansus Hak angket KPK Mur ElshintaNewsAndTalk,rapat paripurna DPR RI hari ini akan membahas tentang laporan pansus hak angket KPK mur elshintanewsandtalk,"['rapat', 'paripurna', 'DPR', 'RI', 'hari', 'ini', 'akan', 'membahas', 'tentang', 'laporan', 'pansus', 'hak', 'angket', 'KPK', 'mur', 'elshintanewsandtalk']","['rapat', 'paripurna', 'membahas', 'tentang', 'laporan']",['ini'],"['DPR', 'RI', 'hari', 'akan', 'pansus', 'hak', 'angket', 'KPK', 'mur', 'elshintanewsandtalk']"
5325,2017-09-26T03:00:12.000Z,Rapat Paripurna Anggota DPR Datang Terlambat dpr,rapat paripurna anggota DPR datang terlambat dpr,"['rapat', 'paripurna', 'anggota', 'DPR', 'datang', 'terlambat', 'dpr']","['rapat', 'paripurna', 'anggota', 'datang']",[],"['DPR', 'terlambat', 'dpr']"
