no,teks_processed,base_score_inset,compound_score,sentiment
3552,venztime DPR RI sampai kini masih alot membahas revisi undang undang nomor tahun tentang pilkada,12.0,0.9273739248094985,positive
3553,DPR RI sampai kini masih alot membahas revisi undang undang nomor tahun tentang pilkada,12.0,0.9273739248094985,positive
3554,SIAK pada kunjungan reses di daerah pemilihan bulan mei ini anggota DPR RI sayed abubakar assegaf mengunjun,-7.0,-0.8224628936244653,negative
3555,semuanya kena pengampunan pajak bila RUU ini disahkan oleh admin pun bakal kena pengampunan pajak,-18.0,-0.9656820512306714,negative
3556,menteri keuangan bambang brodjonegoro optimistis pembahasan RUU pengampunan pajak bersama DPR RI,1.0,0.20228869496966945,positive
3557,MAKA menyampaikan KEM dan pokok pokok kebijakan fiskal pada sidang paripurna DPR RI,8.0,0.8555415792658776,positive
3558,repost seorang anggota DPR ketika rapat paripurna ke masa persidangan v,-1.0,-0.20228869496966945,negative
3559,menteri keuangan bambang brodjonegoro optimistis pembahasan RUU pengampunan pajak bersama DPR RI akan berlang,1.0,0.20228869496966945,positive
3560,venztime menteri keuangan bambang brodjonegoro optimistis pembahasan RUU pengampunan pajak bersama DPR RI aku,3.0,0.5267415375673765,positive
3561,tetapi setidaknya sudah mengetahui arah kebijakan ekonomi itu kemana,5.0,0.8401680504168059,positive
3562,baleg bahas RUU jabatan hakim,2.0,0.38181916792267817,positive
3563,ini picture menkeu sampaikan laporan pendahuluan RAPBN pada rapat paripurna DPR,-3.0,-0.5267415375673765,negative
3564,ini picture menkeu sampaikan laporan pendahuluan RAPBN pada rapat,-4.0,-0.6369499429264264,negative
3565,menkeu sampaikan laporan pendahuluan RAPBN pada rapat paripurna DPR,-3.0,-0.5267415375673765,negative
3566,RT sindotrijayafm anggota DPR RI fraksi nasdem johny plate pembahasan RUU tax amnesty ditargetkan akan selesai p,0.0,0.0,neutral
3567,rapat paripurna DPR ke sepi wakil rakyat,-1.0,-0.20228869496966945,negative
3568,kegiatan reses anggota DPR h ferdiansyah SE MM dan DPRD hj adek t widarsih dari PAGI digor PGRI kec sukaratu kab tsm,-1.0,-0.20228869496966945,negative
3569,rapat paripurna DPR ke sepi wakil rakyat DPR RI menggelar rapat paripurna ke masa persidang,1.0,0.20228869496966945,positive
3570,anggota DPR RI fraksi nasdem johny plate pembahasan RUU tax amnesty ditargetkan akan selesai pada juni mendatang,-3.0,-0.5267415375673765,negative
3571,rapat paripurna DPR ke sepi wakil rakyat lptn,-1.0,-0.20228869496966945,negative
3572,retweet followme rapat paripurna DPR ke sepi wakil rakyat DPR RI menggela newsupdate today,-1.0,-0.20228869496966945,negative
3573,DPR RI menggelar rapat paripurna ke masa persidangan v tahun di komplek parlemen sen,-1.0,-0.20228869496966945,negative
3574,hatta rajasa RAPBN jadi pembahasan paripurna ke DPR RI rapat paripurna dihadiri oleh menteri keuan,5.0,0.7184212081070996,positive
3575,RT rapat paripurna DPR ke sepi wakil rakyat,-1.0,-0.20228869496966945,negative
3576,RAPBN jadi pembahasan paripurna ke DPR RI rapat paripurna dihadiri oleh menteri keuangan bambang bro,5.0,0.7184212081070996,positive
3577,bisnis RAPBN jadi pembahasan paripurna ke DPR RI rapat paripurna dihadiri o,8.0,0.8555415792658776,positive
3578,politik RAPBN jadi pembahasan paripurna ke DPR RI rapat paripurna dihadiri,4.0,0.6369499429264264,positive
3579,beritapolitik RAPBN jadi pembahasan paripurna ke DPR RI rapat paripurna dihadiri oleh menteri keuan,5.0,0.7184212081070996,positive
3580,RAPBN jadi pembahasan paripurna ke DPR RI rapat paripurna dihadiri oleh menteri ranokarnohrsmundur,5.0,0.7184212081070996,positive
3581,jangan menyesal jika ada wakil rakyat yang mungkin kurang cerdas membaca aspirasi rakyat karena itu pilihan,-3.0,-0.7302643628522607,negative
3582,RAPBN jadi pembahasan paripurna ke DPR RI rapat paripurna dihadiri oleh menteri keuangan bambang brodjonegoro,5.0,0.7184212081070996,positive
3583,RAPBN jadi pembahasan paripurna ke DPR RI rapat paripurna dihadiri oleh menteri,5.0,0.7184212081070996,positive
3584,jadi ingat lagunya bang iwan wakil rakyat seharusnya merakyat bukan mengambek karena duit reses tidak tunai indak,-5.0,-0.7184212081070996,negative
3585,menurut dia jika itu dilakukan maka akan bertentangan dengan pasal ayat undang undang nomor tahun,-9.0,-0.8806721767742777,negative
3586,DPR menggelar rapat paripurna membahas rancangan APBN tetapi rapat ini hanya dihadiri anggota DPR,-2.0,-0.4516326867915949,negative
3587,paripurna RAPBN hanya dihadiri anggota DPR ke mana wakil rakyat ? DPR menggelar rapat paripurna membahas rancangan APBN,-2.0,-0.34145206477541395,negative
3588,paripurna RAPBN hanya dihadiri anggota DPR ke mana wakil rakyat ? DPR menggelar rapat paripurna mem,-3.0,-0.49510136261548854,negative
3589,komisi II DPR_RI beberkan poin poin RUU pilkada yang hampir rampung soksinews,5.0,0.6914570903297951,positive
3590,menteri keuangan menyerahkan kerangka ekonomi pokok pokok kebijakan fiskal RAPBN paripurnalive,6.0,0.7782533221506259,positive
3591,pada tahun pemerintah akan menerapkan kebijakan pembiayaan yang mendukung prioritas pembangunan menkeu paripurnalive,-5.0,-0.7184212081070996,negative
3592,kebijakan belanja negara tahun akan diarahkan untuk mendorong peningkatan kualitas belanja negara menkeu paripurnalive,7.0,0.8224628936244653,positive
3593,wakil ketua DPR taufik kurniawan memimpin rapat paripurna ke DPR masa persidangan v paripurnalive,2.0,0.38181916792267817,positive
3594,suasana lobby ruang sidang paripurna gedung nusantara II menjelang rapat paripurna ke DPR paripurnalive,8.0,0.8555415792658776,positive
3595,agenda DPR jumat pukul WIB rapat paripurna ke DPR masa persidangan v tahun sidang agendadpr,6.0,0.7782533221506259,positive
3596,dalam pembahasan sebuah RUU perdebatan antara anggota DPR mutlak diperlukan pksmelawanhukum,-5.0,-0.7184212081070996,negative
3597,DPR targetkan RUU selesai pada masa sidang v tahun sidang,1.0,0.20228869496966945,positive
3598,kebijakan jokowi ini dipuji ketua komisi VII,6.0,0.7782533221506259,positive
3599,reses itu waktunya DPR RI turun menemui pemilih di dapilnya masing untuk menyerap aspirasi,-4.0,-0.6369499429264264,negative
3600,hendrawan PDIP dana reses anggota DPR dapat capai rp sama setahun,10.0,0.9000703207408192,positive
3601,hendrawan PDIP dana reses anggota DPR dapat capai rp sama setahun saat mengajukan ku batikbontang,10.0,0.9000703207408192,positive
3602,asosiasi museum indonesia AMI mendorong pihak dewan perwakilan rakyat mengeluarkan undang undang UU permu,-3.0,-0.5267415375673765,negative
3603,rombak undang undang itu saya akan letak jawatan takdak masalah tetapi jika dia tak rombak saya tunggulah pasal,-22.0,-0.986021806149901,negative
3604,DPR_RI masukkan RUU penghapusan kekerasan seksual di prolegnas prioritas soksinews,-7.0,-0.8224628936244653,negative
3605,asset BUMN naik trilliun sebagian besar hasil kebijakan revaluasi asset,11.0,0.9152773258948753,positive
3606,komisi XI menjadwalkan pengambilan keputusan RUU tax amnesty pada juni mendatang melalui sidang paripurna DPR RI komisi,12.0,0.9273739248094985,positive
3607,baleg DPR RI menyetujui mendorong RUU penghapusan kekerasan seksual masuk prolegnas prioritas,-14.0,-0.9450887908327322,negative
3608,RUU kejahatan seksual masuk prolegnas DPR RI,-3.0,-0.5267415375673765,negative
3609,agenda DPR kamis pukul WIB baleg DPR rapat harmonisasi RUU tentang jabatan hakim agendadpr,6.0,0.7782533221506259,positive
3610,pada masa persidangan v tahun sidang bersama pemerintah akan mulai membahas RUU tentang APBN TA,1.0,0.20228869496966945,positive
3611,PEMERINTAH UNDANGKAN SEGERA RUU KEKERASAN SEKSUAL by cc p,-1.0,-0.3680368469877013,negative
3612,dukung dewan pengawas pekerja migran usulan panja RUU PPILN kom DPR RI perbaikan tata kelola migrasi,10.0,0.9000703207408192,positive
3613,JAKARTA badan legislasi baleg DPR RI menyepakati RUU penghapusan kekerasan seksual masuk dalam prolegnas,-10.0,-0.9000703207408192,negative
3614,henry yosodiningrat persen anggota DPR ikut reses,-4.0,-0.6369499429264264,negative
3615,baleg DPR komitmen ke RUU penghapusan kekerasan seksual badan legislasi baleg DPR RI berkomitmen rancangan,-10.0,-0.9000703207408192,negative
3616,baleg DPR komitmen ke RUU penghapusan kekerasan seksual badan legislasi baleg DPR RI b ranokarnohrsmundur,-10.0,-0.9000703207408192,negative
3617,antaranews baleg DPR komitmen ke RUU penghapusan kekerasan seksual badan legislasi baleg DPR RI berkomitm,-10.0,-0.9000703207408192,negative
3618,baleg DPR komitmen ke RUU penghapusan kekerasan seksual badan legislasi baleg DPR RI,-10.0,-0.9000703207408192,negative
3619,baleg setuju RUU kekerasan seksual masuk prolegnas,-3.0,-0.5267415375673765,negative
3620,b STOP KHOMER ! ! b presiden dan DPR RI berencana akan mensahkan RUU minol jadi UU yang akan pic,2.0,0.5386354991586763,positive
3621,bahas RUU CSR badan keahlian DPR RI belajar ke BP batam,5.0,0.7184212081070996,positive
3622,bahas RUU CSR badan keahlian DPR RI belajar ke BP batam newsbatam,5.0,0.7184212081070996,positive
3623,bahas RUU CSR badan keahlian DPR RI belajar ke BP batam kepulauan riau kepri,5.0,0.7184212081070996,positive
3624,bahas RUU CSR badan keahlian DPR RI belajar ke BP batam batampos,5.0,0.7184212081070996,positive
3625,anggota DPR fraksi PKS almuzzammil yusuf bersalaman dengan wakil ketua DPR fahri hamzah saat rapat paripurna,-1.0,-0.20228869496966945,negative
3626,wakil rakyat harus nya mewakili aspirasi rakyat laah iya lah wong mereka wakil kok rakyat yang jadi ketua nya doong ? ? tanyakenapa,-12.0,-0.9312724538656284,negative
3627,terima kasih komisi kali DPR RI yang merespon undang undang no yang mengatur sistem keolahragaan adhyaksadkisatu,0.0,0.9135652080439193,positive
3628,perlu adanya undang undang yang membuat jera ayo dan pemerintah rumuskan hukuman ya berat,7.0,0.8224628936244653,positive
3629,berharap hukuman maksimal bagi pelaku pencabulan anak,6.0,0.7782533221506259,positive
3630,henry yosodiningrat persen anggota DPR ikut reses anggota DPR fraksi PDI perjuangan henry yosodiningrat,-7.0,-0.8224628936244653,negative
3631,news henry yosodiningrat persen anggota DPR ikut reses anggota DPR fraksi PDI perjuangan henry newsfeed,-7.0,-0.8224628936244653,negative
3632,news henry yosodiningrat persen anggota DPR ikut reses newsfeed,-4.0,-0.6369499429264264,negative
3633,wartaonline henry yosodiningrat persen anggota DPR ikut reses,-4.0,-0.6369499429264264,negative
3634,henry yosodiningrat persen anggota DPR ikut reses anggota DPR fraksi PDI perjuangan henry yosodiningrat geram dengan tudingan ku,-7.0,-0.8224628936244653,negative
3635,info henry yosodiningrat persen anggota DPR ikut reses,-7.0,-0.8224628936244653,negative
3636,republikid henry yosodiningrat persen anggota DPR ikut reses,-4.0,-0.6369499429264264,negative
3637,anggota DPR fraksi PDI perjuangan henry yosodiningrat geram dengan tudingan kunjungan kerja fiktif itu,-3.0,-0.5267415375673765,negative
3638,henry yosodiningrat persen anggota DPR ikut reses anggota DPR fraksi PDI perjuangan henry ya doyanberita,-3.0,-0.5267415375673765,negative
3639,rapat paripurna anggota DPR singgung kasus pengusaha diduga perkosa anak,-3.0,-0.5267415375673765,negative
3640,henry yosodiningrat persen anggota DPR ikut reses anggota DPR fraksi PDI per,-7.0,-0.8224628936244653,negative
3641,henry yosodiningrat persen anggota DPR ikut reses metro TV news,-4.0,-0.6369499429264264,negative
3642,beritaindonesia henry yosodiningrat persen anggota DPR ikut reses via,-4.0,-0.6369499429264264,negative
3643,catatantanganeza henry yosodiningrat persen anggota DPR ikut reses read more,-4.0,-0.6369499429264264,negative
3644,news henry yosodiningrat persen anggota DPR ikut reses anggota DPR fraksi PDI perjuangan henry yos ITU,-9.0,-0.8806721767742777,negative
3645,henry yosodiningrat persen anggota DPR ikut reses tuwitnews,-4.0,-0.6369499429264264,negative
3646,rapat paripurna anggota DPR singgung kasus pengusaha diduga perkosa anak via,-3.0,-0.5267415375673765,negative
3647,ini picture DPR RI gelar rapat paripurna ke tahun sidang,5.0,0.7184212081070996,positive
3648,DPR RI gelar rapat paripurna ke tahun sidang bosan sukamulah,5.0,0.7184212081070996,positive
3649,DPR RI gelar rapat paripurna ke tahun sidang,5.0,0.7184212081070996,positive
3650,dewan perwakilan rakyat menyelenggarakan rapat paripurna pembukaan masa sidang kelima tahun selasa,0.0,0.0,neutral
3651,sah kan RUU tidak kasihan sama rakyat katanya kerja untuk rakyat menyenangkan buktikan tidak usah bikin rakyat susah BUKTI NO TEORI,-9.0,-0.8156379367224138,negative
3652,orang anggota dpr tidak menghadiri rapat paripurna,-6.0,-0.8604399186116913,negative
3653,DPR targetkan RUU selesai pada masa sidang v,0.0,0.0,neutral
3654,tulisan warga argomulyo salatiga yang sudah dikunjungi anggota DPR RI saat reses,-5.0,-0.7184212081070996,negative
3655,RUU penghapusan kekerasan seksual didesak jadi prioritas beberapa anggota DPR mengajukan interupsi dalam rap,-3.0,-0.5267415375673765,negative
3656,JMR RUU ditarget kelar pada masa sidang v,1.0,0.20228869496966945,positive
3657,DPR gelar rapat paripurna pembukaan masa sidang v dewan perwakilan rakyat republik indonesia DPR RI mengge,2.0,0.38181916792267817,positive
3658,info_pariwara DPR gelar rapat paripurna ke anggota DPR meninggalkan ruangan usai meng via,0.0,0.0,neutral
3659,RUU kekerasan seksual segera dibahas di DPR,-1.0,-0.20228869496966945,negative
3660,RUU kekerasan seksual segera dibahas di DPR republika,-1.0,-0.20228869496966945,negative
3661,RUU ditarget kelar pada masa sidang v,1.0,0.20228869496966945,positive
3662,anggota DPR meminta RUU kekerasan seksual segera dibahas,-3.0,-0.5267415375673765,negative
3663,RUU akan menjadi prioritas untuk diselesaikan DPR RI,0.0,0.0,neutral
3664,di paripurna RUU penghapusan kekerasan seksual didesak jadi prioritas beberapa anggota DPR mengajukan inter,-8.0,-0.8555415792658776,negative
3665,di paripurna RUU penghapusan kekerasan seksual didesak jadi prioritas beberapa anggota DPR men sanjayator,-8.0,-0.8555415792658776,negative
3666,rapat paripurna anggota DPR singgung kasus pengusaha diduga perkosa anak partai kebangkit akademirestorasi,-3.0,-0.5267415375673765,negative
3667,rapat paripurna anggota DPR singgung kasus pengusaha diduga perkosa anak partai kebangkitan bangsa mendukun,-1.0,-0.20228869496966945,negative
3668,rapat paripurna anggota DPR singgung kasus pengusaha diduga perkosa anak metro TV news,-3.0,-0.5267415375673765,negative
3669,metrotv rapat paripurna anggota DPR singgung kasus pengusaha diduga perkosa anak,-3.0,-0.5267415375673765,negative
3670,rapat paripurna anggota DPR singgung kasus pengusaha diduga perkosa anak beritanegara,-3.0,-0.5267415375673765,negative
3671,metro news rapat paripurna anggota DPR singgung kasus pengusaha diduga perkosa anak partai kebangkitan ba,-1.0,-0.20228869496966945,negative
3672,RT rapat paripurna anggota DPR singgung kasus pengusaha diduga perkosa anak,-3.0,-0.5267415375673765,negative
3673,semangat bpk semoga cepat reses lagi,4.0,0.6369499429264264,positive
3674,fahri hamzah duduk di kursi pimpin rapat paripurna setelah pengadilan pastikan statusnya wakil ketua DPR RI yang,0.0,0.0,neutral
3675,DPR mendorong pemerintah untuk memiliki skenario kebijakan untuk antisipasi hal yang tidak diinginkan jika harga minya merosot paripurnalive,-10.0,-0.9596646713546487,negative
3676,dalam fungsi anggaran DPR bersama pemerintah akan bahas RUU tentang APBN dimulai dengan pembicaraan pendahuluan atas RAPBN paripurnalive,9.0,0.8806721767742777,positive
3677,DPR dan pemerintah tetap berkomitmen untuk mempercepat proses pembahasan RUU yang menjadi prioritas tahun paripurnalive,0.0,0.0,neutral
3678,dalam pelaksanaan fungsi legislasi DPR akan selesaikan penyusunan RUU lanjutkan pembahasan RUU yang menjadi prioritas paripurnalive,-4.0,-0.6369499429264264,negative
3679,pasca kalah di munaslub akom ditunggu buka rapat paripurna rencananya ketua DPR RI adek komarudin bakal mem,4.0,0.6369499429264264,positive
3680,okezone pasca kalah di munaslub akom ditunggu buka rapat paripurna rencananya ketua DPR RI adek komarudin,4.0,0.6369499429264264,positive
3681,kompas news pasca kalah di munaslub akom ditunggu buka rapat paripurna rencananya ketua DPR RI adek komar,1.0,0.20228869496966945,positive
3682,okezone pasca kalah di munaslub akom ditunggu buka rapat paripurna rencananya ketua DPR RI adek komarudin,4.0,0.6369499429264264,positive
3683,wakil ketua DPR agus hermanto pimpin rapat paripurna ke masa persidangan v tahun sidang paripurnalive,3.0,0.5267415375673765,positive
3684,rapat paripurna ke DPR dengan agenda pembukaan masa persidangan v tahun sidang paripurnalive,3.0,0.5267415375673765,positive
3685,pekan reses anggota DPR kembali bersidang hari ini,-3.0,-0.5267415375673765,negative
3686,pekan reses anggota DPR kembali bersidang hari ini dtknws,-3.0,-0.5267415375673765,negative
3687,pekan reses anggota DPR kembali bersidang hari ini detikcom,-3.0,-0.5267415375673765,negative
3688,pekan reses anggota DPR kembali bersidang hari ini DPR hari ini akan menggelar rapat paripurna pembukaan,-1.0,-0.20228869496966945,negative
3689,venztime DPR hari ini akan menggelar rapat paripurna pembukaan masa sidang v tahun sebelumnya apa,0.0,0.0,neutral
3690,pekan reses anggota DPR kembali bersidang hari ini DPR hari ini akan menggelar rapat paripurna pe tzetta,-1.0,-0.20228869496966945,negative
3691,pekan reses anggota DPR kembali bersidang hari ini DPR hari ini akan,-3.0,-0.5267415375673765,negative
3692,pekan reses anggota DPR kembali bersidang hari ini DPR hari ini akan ads,-3.0,-0.5267415375673765,negative
3693,pekan reses anggota DPR kembali bersidang hari ini DPR hari ini akan menggelar rapat paripur sanjayator,-2.0,-0.38181916792267817,negative
3694,info_pariwara pekan reses anggota DPR kembali bersidang hari ini via,-3.0,-0.5267415375673765,negative
3695,pekan reses anggota DPR kembali bersidang hari ini via detik,-3.0,-0.5267415375673765,negative
3696,detik pekan reses anggota DPR kembali bersidang hari ini berita,-7.0,-0.8224628936244653,negative
3697,reses DPR ri komisi tb soemandjaja di desa pasir angin cileungsi bogor,3.0,0.5267415375673765,positive
3698,undang undang tidak akan memiliki arti bila praktik sosial yang terjadi tidak sesuai,0.0,-0.8738203929529803,negative
3699,radio ANDIKA di tengah ketidakpastian pembahasan tax amnesty karena masa reses dewan perwakilan rakyat,-3.0,-0.5267415375673765,negative
3700,ditunggu kultwitnya ust reses silaturahmi anggota DPR MPR RI h ecky awal mucharam,1.0,0.20228869496966945,positive
3701,terima kasih dialogis reses ustadz anggota DPR RI di desa pasir angin kec cileungsi bogor senin mei,4.0,0.6369499429264264,positive
3702,pernyataan anggota DPR RI soal RUU mihol lukai warga NU surabaya,-4.0,-0.6369499429264264,negative
3703,dialog masih berlangsung reses DPR RI di kantor desa pasir angin cileungsi bogor,1.0,0.20228869496966945,positive
3704,JATIM pernyataan anggota DPR RI soal RUU mihol lukai warga NU surabaya,-4.0,-0.6369499429264264,negative
3705,surabaya pernyataan anggota DPR RI soal RUU mihol lukai warga NU surabaya,-4.0,-0.6369499429264264,negative
3706,pernyataan siti masrifah anggota DPR RI dari fraksi kebangkitan bangsa FKB tentang rencana undang undang minuman,3.0,0.5267415375673765,positive
3707,pernyataan siti masrifah anggota DPR RI dari fraksi kebangkitan bangsa FKB tentang rencana undang undang,3.0,0.5267415375673765,positive
3708,reses DPR RI di kantor desa pasir angin cileungsi bogor,0.0,0.0,neutral
3709,reses ustadz anggota DPR RI di desa pasir angin kec cileungsi bogor senin mei,0.0,0.0,neutral
3710,reses anggota DPR RI minggu mei,-3.0,-0.5267415375673765,negative
3711,opini publik jadi pertimbangan DPR pada RUU tax amnesty semua pihak diharapkan bersabar menanggapi RUU penga,-5.0,-0.7184212081070996,negative
3712,opini publik jadi pertimbangan DPR pada RUU tax amnesty,-2.0,-0.38181916792267817,negative
3713,retweet followme opini publik jadi pertimbangan DPR pada RUU tax amnesty semua pihak di newsupdate today,-8.0,-0.8555415792658776,negative
3714,tribunnasional opini publik jadi pertimbangan DPR pada RUU tax amnesty,-2.0,-0.38181916792267817,negative
3715,NEWS opini publik jadi pertimbangan DPR pada RUU tax amnesty galeriberita,-2.0,-0.38181916792267817,negative
3716,surya news opini publik jadi pertimbangan DPR pada RUU tax amnesty semua pihak diharapkan bersabar menangga,-8.0,-0.8555415792658776,negative
3717,beritabolla opini publik jadi pertimbangan DPR pada RUU tax amnesty semua pihak diharapkan bersabar menangg,-8.0,-0.8555415792658776,negative
3718,opini publik jadi pertimbangan DPR pada RUU tax amnesty via tribunnews,-2.0,-0.38181916792267817,negative
3719,tribunnews opini publik jadi pertimbangan DPR pada RUU tax amnesty,-2.0,-0.38181916792267817,negative
3720,news opini publik jadi pertimbangan DPR pada RUU tax amnesty semua pihak diharapkan bersabar menanggap ITU,-10.0,-0.9000703207408192,negative
3721,tribunnews opini publik jadi pertimbangan DPR pada RUU tax amnesty semua pihak diharapkan bersabar menangga,-8.0,-0.8555415792658776,negative
3722,opini publik jadi pertimbangan DPR pada RUU tax amnesty beritanegara,-2.0,-0.38181916792267817,negative
3723,opini publik jadi pertimbangan DPR pada RUU tax amnesty semua pihak diharapkan bersabar menanggapi RUU pengampunan,-5.0,-0.7184212081070996,negative
3724,tribun opini publik jadi pertimbangan DPR pada RUU tax amnesty newstoday DKK,-2.0,-0.38181916792267817,negative
3725,tribun opini publik jadi pertimbangan DPR pada RUU tax amnesty semua pihak diharapkan bersabar newstoday,-8.0,-0.8555415792658776,negative
3726,di ngawi komisi kali DPR RI siapakan delapan item RUU kebudayaan siaga indonesia sindiran,-4.0,-0.6369499429264264,negative
3727,wabup kapuas hulu bumi uncak kapuas jadi target masa reses anggota DPR RI,-5.0,-0.7184212081070996,negative
3728,RESES bpk h agung budi santoso SH MM anggota DPR RI komisi v with karta cddp karta hegrmnh,0.0,0.0,neutral
3729,RUU minol tengah memasuki sidang ketiga RUU minol tersebut merupakan inisiatif dari anggota DPR RI,-1.0,-0.20228869496966945,negative
3730,beritapolitik RUU minol tengah memasuki sidang ketiga RUU minol tersebut merupakan inisiatif dari anggota DPR RI,-1.0,-0.20228869496966945,negative
3731,terorisme narkoba kejahatan seksual VS korupsi ! ! semua harus mendapat perhatian lebih dari para pengambil kebijakan,-2.0,-0.18375293615174856,negative
3732,hayo dikaji ulang loh jangan asal memutuskan sudah banyak korban mihol lagian apa manfaatnya ? coba pikir lagi,0.0,-0.8084546225587582,negative
3733,pernyataan anggota DPR RI PKB soal RUU mihol lukai warga NU,-4.0,-0.6369499429264264,negative
3734,pernyataan anggota DPR RI PKB soal RUU mihol lukai warga NU surabaya,-4.0,-0.6369499429264264,negative
3735,lensaindonesia pernyataan anggota DPR RI PKB soal RUU mihol lukai warga NU surabaya via lensaindonesia,-4.0,-0.6369499429264264,negative
3736,pernyataan anggota DPR RI PKB soal RUU mihol lukai warga NU surabaya via,-4.0,-0.6369499429264264,negative
3737,tweeps besok mei rencana panja RUU pengampunan pajak mulai bekerja lagi perlu dipantau ini,1.0,0.20228869496966945,positive
3738,APA MENIRU KEBIJAKAN SATU PINTU ?,7.0,0.8493821065207559,positive
3739,coba jelasin kenapa di sini semua perusahaan diwakili sama orang podomoro semua ? BUMD ada pula,6.0,0.7717372111011058,positive
3740,RUU PIHU lindungi kepentingan jemaah,5.0,0.7184212081070996,positive
3741,jangan lama lama keburu singapura siapkan kebijakan manfaatkan celah waktu,-14.0,-0.7383398918751513,negative
3742,DPR kami masih menjaring usulan rakyat soal pengampunan pajak,-4.0,-0.6369499429264264,negative
3743,dalam sela masa reses ini anggota komisi i DPR RI dari fraksi partai gerakan indonesia raya gerindra ahmad,4.0,0.6369499429264264,positive
3744,lantas jika saya balik pertanyaannya jika semua persoalan di mediasi olh DPRD apa gunanya anggota DPR ? apa gunanya reses ?,-21.0,-0.9750168689498874,negative
3745,bang akbar kan bilang jika semua masalah di mediasi DPR lalu apa tugas DPRD ? sekarang coba jawab itu dulu,-5.0,-0.7269457840180403,negative
3746,DPR RI butuh kebijakan khusus untuk guru di papua,1.0,0.20228869496966945,positive
3747,perempuan maluku desak DPR RI sahkan RUU penghapusan kekerasan seksual ambon solidar,-6.0,-0.7782533221506259,negative
3748,pembicara ketiga siti masrifah DPR RI pansus minol sejauh ini melaksanakan kali sidang perihal pembahasan RUU minol,-1.0,-0.20228869496966945,negative
3749,dari dulu kubilang susah cari ceperan duit kunker reses di libas dimana martabatmu ?,-9.0,-0.8833733716224468,negative
3750,FOTO aktivitas masa reses anggota DPR RI,0.0,0.0,neutral
3751,reses silaturahmi anggota DPR MPR RI h ecky awal mucharam bersama PJ RW se bogor timur,2.0,0.38181916792267817,positive
3752,di ngawi komisi kali DPR RI siapakan delapan item RUU kebudayaan,-1.0,-0.20228869496966945,negative
3753,solidaritas perempuan maluku desak DPR RI sahkan RUU PKS lewat MALUKU,3.0,0.5267415375673765,positive
3754,kami sudah pergi ke kemenlu RI depnaker dan DPR RI tetapi masih belum ada titik terang kami mohon kepada bpk untuk mengambil kebijakan,12.0,0.8870125671387792,positive
3755,reses DPR RI tinjau bantuan sumur pantek untuk kelompok tani sidomuncul dukuh ngijo banyu urip kec klego boyolali,-5.0,-0.7184212081070996,negative
3756,reses kang sosialisasi gerakan nasional peduli obat pangan aman mari hidup sehat,15.0,0.951661902861773,positive
3757,jika dapat untuk tahun tidak ada lagi uang reses atau yang lain gaji anggota DPR sudah sangat cukup itu uang rkyat,-15.0,-0.9797676395212239,negative
3758,anggota DPR RI lakukan reses fiktif rugikan negara rp miliar,-3.0,-0.5267415375673765,negative
3759,beritasumsel KPK akan usut dugaan reses fiktif anggota DPR RI yang rugikan negara rp miliar,-8.0,-0.8555415792658776,negative
3760,KPK akan usut dugaan reses fiktif anggota DPR RI yang rugikan negara rp miliar,-8.0,-0.8555415792658776,negative
3761,perpu kebiri diminta untuk disinkronkan dengan RUU PKS ilustrasi ketua komisi VII DPR RI saleh partaunan daulay,-1.0,-0.20228869496966945,negative
3762,banyak ditemukan tiket fiktif di DPR oleh BPK saat reses berarti resesnya anggota DPR kemana ya ? modus banget yang terhormat tahu,2.0,0.29753216878964905,positive
3763,RUU tax amnesty ditargetkan selesai awal semester kedua anggota komisi XI DPR RI di jitunews nasional,4.0,0.6369499429264264,positive
3764,airlangga_hrt kita melakukan apa yang kita dapat anggota DPR mampu mempengaruhi kebijakan pemerintah debatcaketumgolkar soksinews,-4.0,-0.6369499429264264,negative
3765,tax amnesty solusi dilematis bagi DPR RI pembahasan rancangan undang undang infotribun,10.0,0.9000703207408192,positive
3766,anggota demokrat diminta bikin laporan usai reses fraksi partai demokrat di DPR RI sejak awal ditekankan unt,-3.0,-0.5267415375673765,negative
3767,okezonnews anggota demokrat diminta bikin laporan usai reses fraksi partai demokrat di DPR RI sejak awal di,-3.0,-0.5267415375673765,negative
3768,wakil ketua DPR agus hermanto nilai paket kebijakan ekonomi jilid XII pemerintah tidak pro rakyat,2.0,0.38181916792267817,positive
3769,JIKA bahkan menyebut ada anggota DPR yang hanya mengutus staf untuk kunker reses dia meminta ada sanksi,-2.0,-0.38181916792267817,negative
3770,riza patria meminta publik hati hati tanggapi isu reses fiktif DPR RI,4.0,0.6369499429264264,positive
3771,JIKA bahkan menyebut ada anggota DPR yang hanya mengutus staf untuk kunker reses dia meminta ada sanksi bagi a,0.0,0.0,neutral
3772,JIKA bahkan menyebut ada anggota DPR yang hanya mengutus staf untuk kunker reses dia meminta ada sanksi bagi anggota DPR yang melakuka,-8.0,-0.8555415792658776,negative
3773,lensaindonesia riza patria meminta publik hati hati tanggapi isu reses fiktif DPR RI via lensaindonesia,4.0,0.6369499429264264,positive
3774,riza patria meminta publik hati hati tanggapi isu reses fiktif DPR RI via,4.0,0.6369499429264264,positive
3775,saya khawatir jika ada opini publik bahwa anggota DPR tidak dapat bikin laporan reses dan lainnya itu banget adanya maaf,-8.0,-0.9271978307523107,negative
