punctuation,capitalization,degree_modifiers,polarity_shift,negation,no
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4262
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4263
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,"[{'negation': 'tanpa', 'negated_word': 'penyakit', 'original_score': -3.2, 'negated_score': 2.368, 'effect': 5.568, 'positions': (4, 5)}]",4264
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.6666666666666666, 'cap_boost': -0.733}",[],,[],4265
"{'exclamation_count': 2, 'question_count': 3, 'punct_boost': 0.2839999999999999}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4266
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.9230769230769231, 'cap_boost': -0.733}",[],,[],4267
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.9230769230769231, 'cap_boost': -0.733}",[],,[],4268
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2, 'cap_boost': 0}",[],,[],4269
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.8571428571428571, 'cap_boost': -0.733}",[],,[],4270
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4271
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4272
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.08333333333333333, 'cap_boost': 0}",[],,[],4273
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.06666666666666667, 'cap_boost': 0}",[],,"[{'negation': 'bukan', 'negated_word': 'hanya', 'original_score': -2.4, 'negated_score': 1.776, 'effect': 4.176, 'positions': (4, 5)}]",4274
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4275
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4276
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.21428571428571427, 'cap_boost': 0}",[],,[],4277
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4278
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4279
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3333333333333333, 'cap_boost': 0}",[],,[],4280
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4281
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4282
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4283
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.8, 'cap_boost': -0.733}",[],,[],4284
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4285
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2857142857142857, 'cap_boost': 0}",[],,[],4286
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1, 'cap_boost': 0}",[],,"[{'negation': 'belum', 'negated_word': 'tentu', 'original_score': -2.4, 'negated_score': 1.776, 'effect': 4.176, 'positions': (0, 1)}]",4287
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.4166666666666667, 'cap_boost': 0}",[],,[],4288
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2222222222222222, 'cap_boost': 0}",[],,[],4289
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4290
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.12903225806451613, 'cap_boost': 0}",[],,[],4291
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2727272727272727, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'ungkap', 'original_score': 2.4, 'negated_score': -1.776, 'effect': -4.176, 'positions': (4, 7)}]",4292
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],4293
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2857142857142857, 'cap_boost': 0}",[],,[],4294
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.23076923076923078, 'cap_boost': 0}",[],,[],4295
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.08, 'cap_boost': 0}",[],,[],4296
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4297
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.42857142857142855, 'cap_boost': 0}",[],,[],4298
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.15384615384615385, 'cap_boost': 0}",[],,[],4299
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2, 'cap_boost': 0}",[],,[],4300
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.17647058823529413, 'cap_boost': 0}",[],,[],4301
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.09090909090909091, 'cap_boost': 0}",[],,[],4302
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2727272727272727, 'cap_boost': 0}",[],,[],4303
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.06666666666666667, 'cap_boost': 0}",[],,[],4304
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.26666666666666666, 'cap_boost': 0}",[],,[],4305
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.125, 'cap_boost': 0}",[],,[],4306
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.26666666666666666, 'cap_boost': 0}","[{'modifier': 'mungkin', 'target_word': 'kepentingan', 'scalar_applied': -0.293, 'positions': (6, 8)}]",,[],4307
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}","[{'modifier': 'banget', 'target_word': 'mewakili', 'scalar_applied': -0.293, 'positions': (0, 3)}]",,[],4308
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'rampung', 'original_score': 2.4, 'negated_score': -1.776, 'effect': -4.176, 'positions': (12, 13)}]",4309
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.06451612903225806, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'selesai', 'original_score': 1.6, 'negated_score': -1.184, 'effect': -2.784, 'positions': (0, 1)}, {'negation': 'tidak', 'negated_word': 'tidak', 'original_score': -4.0, 'negated_score': 2.96, 'effect': 6.96, 'positions': (10, 12)}, {'negation': 'tidak', 'negated_word': 'menunjukkan', 'original_score': -2.4, 'negated_score': 1.776, 'effect': 4.176, 'positions': (12, 13)}, {'negation': 'tidak', 'negated_word': 'sama', 'original_score': 2.4, 'negated_score': -1.776, 'effect': -4.176, 'positions': (17, 18)}]",4310
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.07692307692307693, 'cap_boost': 0}",[],,[],4311
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.09090909090909091, 'cap_boost': 0}",[],,[],4312
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.06896551724137931, 'cap_boost': 0}",[],"{'conjunction': 'walau', 'pre_scalar': 0.5, 'post_scalar': 1.5}","[{'negation': 'tidak', 'negated_word': 'sedap', 'original_score': 4.0, 'negated_score': -2.96, 'effect': -6.96, 'positions': (18, 19)}]",4313
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.15384615384615385, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'kunjung', 'original_score': 2.4, 'negated_score': -1.776, 'effect': -4.176, 'positions': (16, 17)}]",4314
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.07692307692307693, 'cap_boost': 0}",[],,[],4315
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25925925925925924, 'cap_boost': 0}",[],,"[{'negation': 'no', 'negated_word': 'presiden', 'original_score': 2.4, 'negated_score': -1.776, 'effect': -4.176, 'positions': (12, 14)}]",4316
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.16129032258064516, 'cap_boost': 0}","[{'modifier': 'sangat', 'target_word': 'lingkungan', 'scalar_applied': 0.293, 'positions': (26, 29)}]",,"[{'negation': 'tidak', 'negated_word': 'rampung', 'original_score': 2.4, 'negated_score': -1.776, 'effect': -4.176, 'positions': (4, 5)}, {'negation': 'tidak', 'negated_word': 'kunjung', 'original_score': 2.4, 'negated_score': -1.776, 'effect': -4.176, 'positions': (21, 22)}]",4317
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.21428571428571427, 'cap_boost': 0}",[],,[],4318
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2, 'cap_boost': 0}",[],,[],4319
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0967741935483871, 'cap_boost': 0}",[],,[],4320
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],4321
"{'exclamation_count': 0, 'question_count': 5, 'punct_boost': -0.5}","{'caps_ratio': 0.13333333333333333, 'cap_boost': 0}",[],,[],4322
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.23529411764705882, 'cap_boost': 0}",[],,[],4323
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.18181818181818182, 'cap_boost': 0}",[],,[],4324
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.18181818181818182, 'cap_boost': 0}",[],,[],4325
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.21428571428571427, 'cap_boost': 0}",[],,[],4326
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.21428571428571427, 'cap_boost': 0}","[{'modifier': 'hanya', 'target_word': 'buang', 'scalar_applied': 0.293, 'positions': (17, 18)}]",,"[{'negation': 'jangan', 'negated_word': 'meminta', 'original_score': 0.8, 'negated_score': -0.592, 'effect': -1.392, 'positions': (0, 3)}]",4327
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.45454545454545453, 'cap_boost': 0}",[],,[],4328
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.16666666666666666, 'cap_boost': 0}",[],,[],4329
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.08333333333333333, 'cap_boost': 0}",[],,[],4330
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.037037037037037035, 'cap_boost': 0}",[],,[],4331
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.15384615384615385, 'cap_boost': 0}",[],,[],4332
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.14814814814814814, 'cap_boost': 0}",[],,[],4333
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.11428571428571428, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'masuk', 'original_score': -2.4, 'negated_score': 1.776, 'effect': 4.176, 'positions': (16, 17)}, {'negation': 'tidak', 'negated_word': 'gawat', 'original_score': -4.0, 'negated_score': 2.96, 'effect': 6.96, 'positions': (30, 32)}]",4334
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4335
"{'exclamation_count': 2, 'question_count': 1, 'punct_boost': 0.484}","{'caps_ratio': 0.02702702702702703, 'cap_boost': 0}",[],,"[{'negation': 'jangan', 'negated_word': 'tau', 'original_score': -3.2, 'negated_score': 2.368, 'effect': 5.568, 'positions': (33, 34)}]",4336
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3157894736842105, 'cap_boost': 0}",[],,[],4337
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.5, 'cap_boost': -0.733}",[],,[],4338
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.42857142857142855, 'cap_boost': 0}",[],,[],4339
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.4444444444444444, 'cap_boost': 0}",[],,[],4340
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2608695652173913, 'cap_boost': 0}",[],,[],4341
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.0625, 'cap_boost': 0}","[{'modifier': 'banget', 'target_word': 'kebijakan', 'scalar_applied': 0.293, 'positions': (2, 3)}, {'modifier': 'kurang', 'target_word': 'kerjaan', 'scalar_applied': -0.293, 'positions': (14, 15)}]",,"[{'negation': 'tidak', 'negated_word': 'seksi', 'original_score': -2.4, 'negated_score': 1.776, 'effect': 4.176, 'positions': (0, 1)}, {'negation': 'tidak', 'negated_word': 'punya', 'original_score': 2.4, 'negated_score': -1.776, 'effect': -4.176, 'positions': (11, 12)}]",4342
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2857142857142857, 'cap_boost': 0}",[],,[],4343
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'ada', 'original_score': 3.2, 'negated_score': -2.368, 'effect': -5.568, 'positions': (1, 2)}]",4344
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.12, 'cap_boost': 0}","[{'modifier': 'mungkin', 'target_word': 'seperti', 'scalar_applied': 0.293, 'positions': (0, 1)}, {'modifier': 'mungkin', 'target_word': 'coba', 'scalar_applied': -0.293, 'positions': (19, 22)}]",,"[{'negation': 'tidak', 'negated_word': 'cukup', 'original_score': -4.0, 'negated_score': 2.96, 'effect': 6.96, 'positions': (6, 7)}]",4345
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],4346
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.14285714285714285, 'cap_boost': 0}",[],,[],4347
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.10256410256410256, 'cap_boost': 0}",[],,[],4348
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.1111111111111111, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'selesai', 'original_score': 1.6, 'negated_score': -1.184, 'effect': -2.784, 'positions': (16, 17)}]",4349
"{'exclamation_count': 2, 'question_count': 1, 'punct_boost': 0.484}","{'caps_ratio': 0.21875, 'cap_boost': 0}",[],,[],4350
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.14285714285714285, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'sesuai', 'original_score': 2.4, 'negated_score': -1.776, 'effect': -4.176, 'positions': (9, 10)}, {'negation': 'belum', 'negated_word': 'lolos', 'original_score': -3.2, 'negated_score': 2.368, 'effect': 5.568, 'positions': (32, 33)}]",4351
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.15789473684210525, 'cap_boost': 0}",[],,"[{'negation': 'bukan', 'negated_word': 'putusan', 'original_score': 2.4, 'negated_score': -1.776, 'effect': -4.176, 'positions': (24, 25)}]",4352
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.11428571428571428, 'cap_boost': 0}",[],,[],4353
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.23529411764705882, 'cap_boost': 0}","[{'modifier': 'sedikit', 'target_word': 'lagi', 'scalar_applied': 0.293, 'positions': (0, 1)}]",,"[{'negation': 'bukan', 'negated_word': 'keputusan', 'original_score': 3.2, 'negated_score': -2.368, 'effect': -5.568, 'positions': (29, 30)}]",4354
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.1111111111111111, 'cap_boost': 0}","[{'modifier': 'sedikit', 'target_word': 'lagi', 'scalar_applied': 0.293, 'positions': (0, 1)}, {'modifier': 'hanya', 'target_word': 'berumur', 'scalar_applied': 0.293, 'positions': (17, 19)}]","{'conjunction': 'padahal', 'pre_scalar': 0.5, 'post_scalar': 1.5}","[{'negation': 'belum', 'negated_word': 'berumur', 'original_score': -1.6, 'negated_score': 1.184, 'effect': 2.784, 'positions': (18, 19)}]",4355
"{'exclamation_count': 0, 'question_count': 2, 'punct_boost': -0.2}","{'caps_ratio': 0.11538461538461539, 'cap_boost': 0}",[],,"[{'negation': 'bukan', 'negated_word': 'biasa', 'original_score': 1.6, 'negated_score': -1.184, 'effect': -2.784, 'positions': (19, 21)}]",4356
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.13333333333333333, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'soal', 'original_score': -0.8, 'negated_score': 0.592, 'effect': 1.392, 'positions': (0, 3)}]",4357
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}","[{'modifier': 'kurang', 'target_word': 'baca', 'scalar_applied': -0.293, 'positions': (0, 1)}, {'modifier': 'kurang', 'target_word': 'ilmu', 'scalar_applied': -0.293, 'positions': (2, 3)}]",,"[{'negation': 'bukan', 'negated_word': 'demo', 'original_score': -2.4, 'negated_score': 1.776, 'effect': 4.176, 'positions': (11, 14)}, {'negation': 'jangan', 'negated_word': 'gampang', 'original_score': 3.2, 'negated_score': -2.368, 'effect': -5.568, 'positions': (27, 28)}]",4358
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.6666666666666666, 'cap_boost': 0}",[],,[],4359
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1, 'cap_boost': 0}",[],,[],4360
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.11538461538461539, 'cap_boost': 0}","[{'modifier': 'nyata', 'target_word': 'jangan', 'scalar_applied': -0.293, 'positions': (13, 14)}]",,"[{'negation': 'jangan', 'negated_word': 'sampai', 'original_score': 1.6, 'negated_score': -1.184, 'effect': -2.784, 'positions': (14, 15)}]",4361
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.23529411764705882, 'cap_boost': 0}",[],"{'conjunction': 'padahal', 'pre_scalar': 0.5, 'post_scalar': 1.5}",[],4362
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.14285714285714285, 'cap_boost': 0}",[],,"[{'negation': 'tak', 'negated_word': 'punya', 'original_score': 2.4, 'negated_score': -1.776, 'effect': -4.176, 'positions': (7, 8)}]",4363
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],4364
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.4, 'cap_boost': 0}",[],,[],4365
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.045454545454545456, 'cap_boost': 0}",[],,[],4366
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1111111111111111, 'cap_boost': 0}",[],,[],4367
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.03225806451612903, 'cap_boost': 0}",[],,[],4368
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.05263157894736842, 'cap_boost': 0}",[],,[],4369
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1935483870967742, 'cap_boost': 0}",[],,[],4370
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.11764705882352941, 'cap_boost': 0}",[],,[],4371
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.17857142857142858, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'selesai', 'original_score': 1.6, 'negated_score': -1.184, 'effect': -2.784, 'positions': (19, 20)}]",4372
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2777777777777778, 'cap_boost': 0}",[],,[],4373
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.08333333333333333, 'cap_boost': 0}",[],,[],4374
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2, 'cap_boost': 0}",[],,[],4375
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.5, 'cap_boost': 0.733}",[],,[],4376
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3, 'cap_boost': 0}",[],,[],4377
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4378
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3, 'cap_boost': 0}",[],,[],4379
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.16666666666666666, 'cap_boost': 0}","[{'modifier': 'banget', 'target_word': 'sudah', 'scalar_applied': 0.293, 'positions': (0, 2)}]",,[],4380
"{'exclamation_count': 3, 'question_count': 0, 'punct_boost': 0.8759999999999999}","{'caps_ratio': 0.3225806451612903, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'mau', 'original_score': 4.0, 'negated_score': -2.96, 'effect': -6.96, 'positions': (17, 18)}, {'negation': 'tanpa', 'negated_word': 'perlawanan', 'original_score': 0.8, 'negated_score': -0.592, 'effect': -1.392, 'positions': (27, 28)}]",4381
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3333333333333333, 'cap_boost': 0}",[],,[],4382
"{'exclamation_count': 3, 'question_count': 0, 'punct_boost': 0.8759999999999999}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'besar', 'original_score': 3.2, 'negated_score': -2.368, 'effect': -5.568, 'positions': (15, 16)}, {'negation': 'tidak', 'negated_word': 'setuju', 'original_score': 3.2, 'negated_score': -2.368, 'effect': -5.568, 'positions': (24, 25)}]",4383
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.125, 'cap_boost': 0}",[],,[],4384
"{'exclamation_count': 2, 'question_count': 0, 'punct_boost': 0.584}","{'caps_ratio': 0.07142857142857142, 'cap_boost': 0}",[],,[],4385
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.14285714285714285, 'cap_boost': 0}",[],,[],4386
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.058823529411764705, 'cap_boost': 0}",[],,[],4387
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2, 'cap_boost': 0}","[{'modifier': 'hanya', 'target_word': 'saja', 'scalar_applied': 0.293, 'positions': (0, 2)}]",,[],4388
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.5, 'cap_boost': 0.733}",[],,[],4389
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.15, 'cap_boost': 0}",[],,[],4390
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.07407407407407407, 'cap_boost': 0}",[],,[],4391
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3076923076923077, 'cap_boost': 0}",[],,"[{'negation': 'tidak', 'negated_word': 'mengabulkan', 'original_score': -2.4, 'negated_score': 1.776, 'effect': 4.176, 'positions': (9, 10)}]",4392
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.16666666666666666, 'cap_boost': 0}",[],,[],4393
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2, 'cap_boost': 0}",[],,[],4394
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.14285714285714285, 'cap_boost': 0}",[],,[],4395
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.4, 'cap_boost': 0}",[],,[],4396
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1875, 'cap_boost': 0}",[],,[],4397
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2222222222222222, 'cap_boost': 0}",[],,[],4398
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],4399
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 1.0, 'cap_boost': 0.733}",[],,[],4400
