no,timestamp,teks,teks_processed,compound_score,sentiment,confidence_level,ground_truth,notes
12392,2024-12-30T03:37:59.000Z,TVR DPR RI DPR Baru Akan Selesaikan RUU Yang Tertunda,TVR DPR RI DPR baru akan selesai RUU yang tunda,0.235495749538498,positive,moderate,neutral,hanya mneginformasikan kegiatan
9382,2018-10-30T08:17:45.000Z,Adapun pengesahan RAPBN akan dilakukan pada Rapat Paripurna DPR RI besok pagi,adapun kesah RAPBN akan laku pada rapat paripurna DPR RI besok pagi,0.0996679946249558,positive,ambiguous,neutral,informasi kegiatan
3984,2016-05-01T18:41:44.000Z,Apa benar?,apa benar ?,0.1488850336233179,positive,ambiguous,neutral,"pertanyaan, tanpa opini"
5031,2017-10-24T05:06:01.000Z,Rapat Paripurna DPR RI Tentang Perppu Ormas FPKS telah melakukan kajian mendalam tentang perpu pengganti UU no,rapat paripurna DPR RI tentang perppu ormas FPKS telah laku kaji dalam tentang perpu ganti UU no,0.1780808681173301,positive,moderate,neutral,informasi kegiatan
12616,2024-12-20T23:43:47.000Z,Heran Katanya wakil rakyat tapi aspirasi rakyat bagian mana yang diwakilin Yakaliiii ada rakyat yg setuju,heran kata wakil rakyat tapi aspirasi rakyat bagi mana yang diwakilin yakalii ada rakyat yang tuju,0.1896749817802301,positive,moderate,negative,"oow, sudah sangat terbaca dengan jelas, bahwa ini opini sangat negative, menyiratkan ketidakpuasan terhadap fungsi representasi DPR"
2799,2016-06-20T14:08:55.000Z,Sah Anggota DPR Kini Boleh Kunker di Luar Masa Reses Metro TV News,sah anggota DPR kini boleh kunker di luar masa reses metro TV news,0.0532828229009679,positive,ambiguous,neutral,informasi
6894,2017-05-19T04:41:27.000Z,Menteri Keuangan menyerahkan Keterangan Pemerintah mengenai Kerangka Ekonomi Makro Pokok Pokok Kebijakan Fiskal RAPBN ParipurnaDPR,menteri uang serah terang perintah kena kerangka ekonomi makro pokok pokok bijak fiskal RAPBN paripurnadpr,0.0798297691111313,positive,ambiguous,neutral,informasi
8074,2017-02-09T01:44:11.000Z,Pansus RUU Pemilu DPR RI Tampung Usul Kaukus Perempuan,pansus RUU milu DPR RI tampung usul kaukus perempuan,0.1586485042974989,positive,moderate,neutral,informasi
11169,2020-12-30T09:58:38.000Z,Misbakhun mengajak konstituennya di Jatim untuk memahami kebijakan dan upaya keras pemerintahan Presiden Jokowi dalam menanggulangi efek pandemi Covid,misbakhun ajak konstituen di jatim untuk paham bijak dan upaya keras perintah presiden jokowi dalam tanggulang efek pandemi covid,0.0911746643034495,positive,ambiguous,neutral,tidak ada kata atau konteks yang menyinggung DPR
4872,2017-10-25T16:13:01.000Z,GAK ADA GUNANYA DPR BUBARKAN SAJA ANGGOTA DPR CUMA BUANG DUIT RAKYAT ASPIRASI RAKYAT GAK PERNAH DI DENGAR DAN DI WAKILKAN PERCUMA ADA DPR,ENGGAK ADA GUNA DPR BUBAR SAJA ANGGOTA DPR CUMA BUANG DUIT RAKYAT ASPIRASI RAKYAT ENGGAK PERNAH DI DENGAR DAN DI WAKIL PERCUMA ADA DPR,0.1095584702144295,positive,ambiguous,negative,beropini bahwa DPR tidak menjalankan tupoksi dengan baik 
3980,2016-05-02T03:17:20.000Z,Komisi III dalam Masa Reses Masa Persidangan IV TS gelar pertemuan di Polda NTB KunkerDPR,komisi II dalam masa reses masa sidang IV TS gelar temu di polda NTB kunkerdpr,0.1586485042974989,positive,moderate,neutral,informasi kegiatan
12502,2024-12-24T02:17:47.000Z,TVR Komisi VI DPR RI Tolak Kebijakan Ekspor Pasir Laut,TVR komisi VI DPR RI tolak bijak ekspor pasir laut,0.0532828229009679,positive,ambiguous,neutral,informasi 
8886,2018-12-07T02:32:16.000Z,Jaringan HAKTP Jatim mendesak wakil rakyat segera mengesahkan RUU Penghapusan Kekerasan Seksual HAKTP stopkekerasanseksual gerakbersama sahkanruupks HearMeToo,jaring HAKTP jatim desak wakil rakyat segera kesah RUU hapus keras seksual HAKTP stopkekerasanseksual gerakbersama sahkanruupks hearmetoo,0.0957061711232549,positive,ambiguous,neutral,"informasi bahwa ada aspirasi, namun di tweetnya tidak ada evaluasi DPR"
6350,2017-07-06T00:43:57.000Z,DPR RI Sahkan Undang Undang Anti Teror Secepatnya! lewat,DPR RI sahkan undang undang anti teror cepat ! lewat,0.0558086176078967,positive,ambiguous,positive,dukungan terhadap kebijakan dan harapan 
2632,2016-06-28T02:09:20.000Z,Hipotesanya ada kasus besar yg coba dilindungi dgn diterbitkannya RUU tax amnesty!!!!???,hipotesanya ada kasus besar yang coba lindung dengan terbit RUU tax amnesty ! ! ? ?,0.3244982920267204,positive,confident,negative,mengandung spekulasi negatif/konspiratif terhadap DPR
2608,2016-06-28T07:07:49.000Z,Sidang paripurna dengan agenda pengesahan RUU tax amnesty di Gedung DPR masih berlangsung Selasa,sidang paripurna dengan agenda kesah RUU tax amnesty di gedung DPR masih langsung selasa,0.139092447878458,positive,ambiguous,neutral,informasi kegiatan
7720,2017-03-15T01:32:25.000Z,Komisi III DPR dalam kesempatan raker dengan KemenkumHAM Dirjen Imigrasi minta agar kebijakan bebas visa untuk di evaluasi,komisi II DPR dalam sempat raker dengan kemenkumham dirjen imigrasi minta agar bijak bebas visa untuk di evaluasi,0.0798297691111313,positive,ambiguous,neutral,informasi atau berita
280,2016-12-07T02:23:20.000Z,Agenda DPR Rabu Pukul WIB Pansus RUU Penyelenggaraan Pemilu Rapat Kerja dengan KPU Bawaslu dan DKPP agendaDPR,agenda DPR rabu pukul WIB pansus RUU selenggara milu rapat kerja dengan KPU bawaslu dan DKPP agendadpr,0.139092447878458,positive,ambiguous,neutral,informasi kegiatan
337,2016-11-30T10:43:33.000Z,Konferensi Pers Ketua DPR RI Setya Novanto usai dilantik dalam Rapat Paripurna DPR RI Ke Tahun,konferensi pers ketua DPR RI setya novanto usai lantik dalam rapat paripurna DPR RI ke tahun,0.1586485042974989,positive,moderate,neutral,informasi atau berita
11440,2020-12-07T16:14:23.000Z,RUU Jalan Disetujui jadi Usul Inisiatif DPR RI,RUU jalan tuju jadi usul inisiatif DPR RI,0.1586485042974989,positive,moderate,neutral,informasi kebijakan
12733,2024-12-16T01:32:02.000Z,BERITA_UTAMA Kanwil Kemenkumham Jabar Hadiri Sosialisasi Undang Undang DPR RI Dengan Tema RUU Hak Cipta LapasCirebon KemenkumhamJabar Masjuno Lapas Cirebon Kemenkumham Jabar Masjuno,BERITA_UTAMA kanwil kemenkumham jabar hadir sosialisasi undang undang DPR RI dengan tema RUU hak cipta lapascirebon kemenkumhamjabar masjuno lapas cirebon kemenkumham jabar masjuno,0.1896749817802301,positive,moderate,neutral,informasi kegiatan
5096,2017-10-21T09:19:36.000Z,Kegiatan Reses kerja DPR RI dari komisi IV partai Gerinda bersama Bp H OO SUTISNA SH beserta Jajaran dri Jakarta,giat reses kerja DPR RI dari komisi IV partai gerinda sama bp h OO SUTISNA SH serta jajar dari jakarta,0.1845283661215829,positive,moderate,neutral,informasi kegiatan
141,2016-12-16T10:07:03.000Z,Dalam rapat koordinasi Badan Legislasi DPR RI dengan Menteri Hukum dan HAM serta Panitia Perancang Undang undang PPUU DPDRI,dalam rapat koordinasi badan legislasi DPR RI dengan menteri hukum dan HAM serta panitia ancang undang undang PPUU DPDRI,0.1095584702144295,positive,ambiguous,neutral,informasi kegiatan
12736,2024-12-15T12:00:02.000Z,Dan apakah dan rano berani lanjutkan kebijakan Pak Anies STOP REKLAMASI? gw pikir ga AKAN BERANI,dan apakah dan rano berani lanjut bijak pak anies STOP REKLAMASI ? gue pikir enggak AKAN BERANI,0.1683810458708146,positive,moderate,neutral,tidak ada konteks ke DPR RI
6465,2017-06-23T10:41:26.000Z,itu DPR ato cm sebagian anggota DPR yg memang seringkali bersebrangan dgn kebijakan pemerintah??? miris,itu DPR atau cuma bagi anggota DPR yang memang seringkali bersebrangan dengan bijak perintah ? ? miris,0.0718758414488177,positive,ambiguous,negative,mengandung ekspresi kekecewaan terhadap DPR
9002,2018-12-02T02:43:00.000Z,Wakil rakyat yg tidak tau fungsi jabatannya sendiri! Mengkritik impor padahal kebijakan itu bukan serta merta keluar dari pemerintah saja karna kebijakan itu ada proses melalui dpr juga!,wakil rakyat yang tidak tau fungsi jabat sendiri ! kritik impor padahal bijak itu bukan serta merta keluar dari perintah saja karena bijak itu ada proses lalu dpr juga !,0.9151088586873002,positive,very_confident,negative,kritik terhadap kompetensi anggota DPR
1253,2016-10-10T14:59:52.000Z,Retweeted Nahdlatul Ulama Laporan FPKB DPR RI kepada Ketum PBNU sekaligus Launching RUU,retweeted nahdlatul ulama lapor FPKB DPR RI kepada tum PBNU sekaligus launching RUU,0.197375320224904,positive,moderate,neutral,informasi kegiatan
7857,2017-03-02T03:41:57.000Z,Masa Reses III Tahun Sidang Komisi VIII DPR RI Kunker ke Riau SodikMudjahid,masa reses II tahun sidang komisi VII DPR RI kunker ke riau sodikmudjahid,0.1586485042974989,positive,moderate,neutral,informasi kegiatan
3181,2016-06-02T07:31:11.000Z,Segala_Berita Rapat paripurna DPR setujui pemberhentian Ivan Haz Rapat paripurna DPR RI menyetujui pemberhe,Segala_Berita rapat paripurna DPR tuju henti ivan haz rapat paripurna DPR RI tuju pemberhe,0.0684641551099308,positive,ambiguous,neutral,informasi dari hasil rapat
4129,2016-04-27T12:16:38.000Z,Ade optimistis RUU Pengampunan Pajak segera disetujui Ketua DPR RI Ade Komarudin optimistis Rancangan Undang,adek optimistis RUU ampun pajak segera tuju ketua DPR RI adek komarudin optimistis rancang undang,0.0911746643034495,positive,ambiguous,positive,mengandung optimisme terhadap kinerja DPR dalam proses legislasi
12622,2024-12-20T09:51:47.000Z,ANGGOTA Komisi IV DPR RI Daniel Johan menegaskan bahwa Rancangan Undang undang RUU Masyarakat Adat saat ini masih dalam tahap proses pembahasan di DPR RI,ANGGOTA komisi IV DPR RI daniel johan tegas bahwa rancang undang undang RUU masyarakat adat saat ini masih dalam tahap proses bahas di DPR RI,0.0930632619972001,positive,ambiguous,neutral,informasi porgres dari DPR
716,2016-10-29T09:04:27.000Z,Agribisnis Anggota DPR Indra Tersangka Penipuan Rp M MKD Bersikap Usai Reses Sudding menuturkan bahwa,agribisnis anggota DPR indra sangka tipu rp SAMA MKD sikap usai reses sudding tutur bahwa,0.1273055004507362,positive,ambiguous,neutral,informasi
4216,2017-12-24T03:14:19.000Z,DPR RI DPR SEGERA USULKAN RUU ANTI LGBT MEMPERLUAS PENJABARAN KUHP PASAL DAN lewat,DPR RI DPR SEGERA USUL RUU ANTI LGBT LUAS JABAR KUHP PASAL DAN lewat,0.1194272985343859,positive,ambiguous,neutral ,"awalnya, aku pikir ini adalah tweet penulis yang mendesak sah kan RUU tentang LGBT, ternyata ini informasi dari DPR yang akan segera meng sahkan"
4308,2017-12-21T01:39:31.000Z,Ya bener wakil rakyat mewakili aspirasi rakyat terus yang kerja juga rakyat lagi,ya benar wakil rakyat wakil aspirasi rakyat terus yang kerja juga rakyat lagi,0.2101548378834749,positive,moderate,negative,"jelas sekali kalau tweet ini memiliki sentimen negatif ya, karena ini sindiran terhadap fungsi DPR yang dianggap tidak bekerja optimal"
5248,2017-10-04T13:48:23.000Z,Aher Pastikan DPR RI Bakal Rancang Undang Undang Perlindungan TKI,aher pasti DPR RI bakal rancang undang undang lindung TKI,0.2165180614930288,positive,moderate,positive,menunjukkan inisiatif DPR dalam membuat kebijakan perlindungan
6296,2017-07-08T03:57:24.000Z,Anggota Wakil Rakyat Yang Terhormat Tertidur pulas di ruang rapat mungkin karena terlalu lelah memperjuangkan aspirasi rakyat?,anggota wakil rakyat yang hormat tidur pulas di ruang rapat mungkin karena terlalu lelah juang aspirasi rakyat ?,0.1920303866530336,positive,moderate,negative,kritik dengan sarkasme terhadap kinerja DPR
6221,2017-07-12T14:23:22.000Z,Perppu kediktatoran konstitusional Rezim refresif anti islam Waspada kebijakan subversif gaya baru,perppu diktator konstitusional rezim refresif anti islam waspada bijak subversif gaya baru,0.0639127615952816,positive,ambiguous,neutral,tidak ada konteks ke DPR
902,2016-10-25T14:23:46.000Z,Anggota DPR Sibuk Urus Pilkada Pembahasan RUU Molor,anggota DPR sibuk urus pilkada bahas RUU molor,0.0798297691111313,positive,ambiguous,negative,kritik terhadap kinerja DPR yang dinilai tidak efektif
3982,2016-05-02T02:33:01.000Z,Faktor lainnya tidak adanya bebas visa dari Tiongkok untuk WNI mungkin bisa jadi pertimbangan lebih lanjut,faktor lain tidak ada bebas visa dari tiongkok untuk WNI mungkin bisa jadi timbang lebih lanjut,0.5687777831179883,positive,very_confident,neutral,tidak ada konteks ke DPR
12360,2024-12-30T16:07:41.000Z,Pemerintah resmi menetapkan kenaikan tarif Pajak Pertambahan Nilai PPN dari persen menjadi persen yang akan mulai berlaku pada atas pengesahan Dewan Perwakilan Rakyat DPR RI pada Oktober,perintah resmi tetap naik tarif pajak tambah nilai PPN dari persen jadi persen yang akan mulai laku pada atas kesah dewan wakil rakyat DPR RI pada oktober,0.0737122120506513,positive,ambiguous,neutral,berita
10178,2018-08-28T05:32:06.000Z,Fadel Muhammad Resmi Mundur dari Golkar Surat Segera Dikirim ke DPP,fadel muhammad resmi mundur dari golkar surat segera kirim ke DPP,0.1845283661215829,positive,moderate,neutral,berita
5029,2017-10-24T05:09:53.000Z,MetroSiang saat ini membahas Perppu Ormas yang sedang dibahas di Rapat Paripurna DPR RI,metrosiang saat ini bahas perppu ormas yang sedang bahas di rapat paripurna DPR RI,0.1194272985343859,positive,ambiguous,neutral,informasi rapat
12889,2024-12-05T12:16:37.000Z,Perkuat peran perempuan dalam politik kebijakan publik PDRI gelar seminar Nasional tentang perempuan bersama Fraksi PD DPR RI,kuat peran perempuan dalam politik bijak publik PDRI gelar seminar nasional tentang perempuan sama fraksi PADA DPR RI,0.1194272985343859,positive,ambiguous,neutral,informasi kegiatan
209,2016-12-14T02:17:39.000Z,Agenda DPR Rabu Pukul WIB Komisi III DPR Rapat Panja RUU KUHP agendaDPR,agenda DPR rabu pukul WIB komisi II DPR rapat panja RUU KUHP agendadpr,0.1325487883908783,positive,ambiguous,neutral,informasi kegiatan
5585,2017-08-29T06:38:37.000Z,Tweeps! Yuk GerakBersama rayakan HUTDPR dengan mengajak segera membahas RUU Penghapusan Kekerasan Seksual!,tweeps ! yuk gerakbersama raya HUTDPR dengan ajak segera bahas RUU hapus keras seksual !,0.1687696788040763,positive,moderate,positive,ajakan yang mendukung kinerja DPR
11428,2020-12-08T04:22:02.000Z,Annuar Musa mengaku tulis surat sokong rundingan terus tender CSR,annuar musa aku tulis surat sokong runding terus tender CSR,0.197375320224904,positive,moderate,neutral,tidak ada konteks ke DPR
271,2016-12-07T04:25:00.000Z,DKPP menyampaikan masukan terkait dengan revisi UU Penyelenggaraan Pemilu pada Pansus RUU Penyelenggaran Pemilu DPR RI DPRLive,DKPP sampai masuk kait dengan revisi UU selenggara milu pada pansus RUU penyelenggaran milu DPR RI dprlive,0.0599281035291435,positive,ambiguous,neutral,berita
8094,2017-02-08T10:58:16.000Z,JK Penuhi Undangan DPR RI Demi RUU Kepalangmerahan Go Riau,JIKA penuh undang DPR RI demi RUU kepalangmerahan go riau,0.1586485042974989,positive,moderate,neutral,berita
9242,2018-11-09T14:00:28.000Z,Dewan Perwakilan Rakyat Daerah DPRD Makassar menggelar Rapat Paripurna penjelasan Walikota Makassar tentang rancangan anggaran pendapatan dan belanja daerah Tahun Anggaran Dalam,dewan wakil rakyat daerah DPRD makassar gelar rapat paripurna jelas walikota makassar tentang rancang anggar dapat dan belanja daerah tahun anggar dalam,0.0996679946249558,positive,ambiguous,neutral,informasi kegiatan
152,2016-12-16T02:54:09.000Z,republikaonline RUU Jasa Konstruksi Resmi Disahkan Menjadi UU,republikaonline RUU jasa konstruksi resmi sah jadi UU,0.1845283661215829,positive,moderate,neutral,berita
4948,2017-10-25T00:46:32.000Z,liputandotcom VIDEO Rapat Paripurna DPR RI akhirnya mengesahkan Perppu Ormas menjadi undang undang Liputan,liputandotcom VIDEO rapat paripurna DPR RI akhir kesah perppu ormas jadi undang undang liput,0.1194272985343858,positive,ambiguous,neutral,berita
11688,2021-12-29T14:08:42.000Z,Hari ini Dewan Perwakilan Rakyat Aceh DPRA telah merampungkan pembahasan dan pengesahan Program Legislasi Aceh Prolega Prioritas Tahun,hari ini dewan wakil rakyat aceh DPRA telah rampung bahas dan kesah program legislasi aceh prolega prioritas tahun,0.0798297691111313,positive,ambiguous,neutral,informasi kegiatan
7735,2017-03-14T02:49:43.000Z,Bimtek PKB materi RUU Madrasah Nara sumber DPR RI Komisi VIII,bimtek PKB materi RUU madrasah nara sumber DPR RI komisi VII,0.235495749538498,positive,moderate,neutral ,berita atau informasi
1883,2016-08-22T08:54:52.000Z,Wakil Ketua DPR RI Fahri Hamzah mendukung wacana dilakukannya revisi Undang Undang Kewarganegaraan,wakil ketua DPR RI fahri hamzah dukung wacana laku revisi undang undang kewarganegaraan,0.0996679946249558,positive,ambiguous,neutral,berita
777,2016-10-27T14:45:56.000Z,DPR RI Telah Sahkan RUU Revisi UU ITE Menjadi UU,DPR RI telah sahkan RUU revisi UU ITE jadi UU,0.1194272985343859,positive,ambiguous,neutral,berita
347,2016-11-30T09:07:03.000Z,Simak Breaking seputar rapat paripurna pengesahan Ketua DPR langsung dari gedung DPR RI Jakarta saat ini di,simak breaking putar rapat paripurna kesah ketua DPR langsung dari gedung DPR RI jakarta saat ini di,0.1586485042974989,positive,moderate,neutral,berita
7120,2017-04-28T03:45:44.000Z,RUU tentang Perkoperasian dan RUU tentang Kewirausahaan disetujui untuk diperpanjang masa pembahasannya ParipurnaDPR,RUU tentang koperasi dan RUU tentang kewirausahaan tuju untuk panjang masa bahas paripurnadpr,0.1845283661215829,positive,moderate,neutral,berita
5193,2017-10-12T15:44:53.000Z,Penyerahan Pandangan Fraksi Fraksi Komisi IX DPR RI Terhadap RUU PPMI Kamis,serah pandang fraksi fraksi komisi IX DPR RI hadap RUU PPMI kamis,0.1586485042974989,positive,moderate,neutral,berita
9454,2018-10-26T10:09:16.000Z,belum juga ada di DPR tapi uda bijak banget dukungannya soal UU Pesantren Pendidikan Keagamaan yang dipersoalkan ke PSI Dorong Dialog PGI Panja RUU Pesantren dan Pendidikan Keagamaan RUUPesantren,belum juga ada di DPR tapi sudah bijak banget dukung soal UU pesantren didik agama yang soal ke PSI dorong dialog PAGI panja RUU pesantren dan didik agama ruupesantren,0.164314951943701,positive,moderate,negative,"sarkasme sih, sesuatu belum dibahas DPR tapi sudah didukung"
9853,2018-09-23T11:28:05.000Z,Apakah mengubah UU itu perkara mudah? RUU menjadi UU aja perlu waktu bertahun² Yg dipertanyakan skrg tugas DPR itu apa? Jalan ditempat jalan kaki jalan cepat atau lari? Knp DPR hanya bisa mengkritik lwt medsos? Minta gaji naik minta tunjangan masa reses? Itu uang rakyat,apakah ubah UU itu perkara mudah ? RUU jadi UU saja perlu waktu bertahun² yang tanya sekarang tugas DPR itu apa ? jalan tempat jalan kaki jalan cepat atau lari ? kenapa DPR hanya bisa kritik lewat medsos ? minta gaji naik minta tunjang masa reses ? itu uang rakyat,0.2329753947532332,positive,moderate,negative,kritik eksplisit dan menyeluruh terhadap kinerja DPR
2935,2016-06-14T12:27:56.000Z,Dari Hari Aspirasi Fraksi PKS DPR RI hari ini egera Selesaikan RUU Pertanahan! JAKARTA Pas,dari hari aspirasi fraksi PKS DPR RI hari ini egera selesai RUU tanah ! JAKARTA pas,0.2252690862009463,positive,moderate,neutral,berita
10906,2019-12-24T02:42:05.000Z,Kunjungan kerja DPR RI pada masa reses ke Dapil Jabar Komunikasi intensif dgn Bupati dan Wk Bupati Pangandaran perihal penguatan dana transfer ke daerah dan dana desa serta penataan potensi pariwisata dan UMKM di Kab Pangandaran,kunjung kerja DPR RI pada masa reses ke dapil jabar komunikasi intensif dengan bupati dan waktu bupati pangandaran perihal kuat dana transfer ke daerah dan dana desa serta tata potensi pariwisata dan UMKM di kab pangandaran,0.2147844356026973,positive,moderate,neutral,informasi kegiatan
3276,2016-06-01T07:06:01.000Z,Dukungan DPRD BALI tuk segera disahkan RUU Kepalangmerahan oleh DPR RI Semoga segera disahkan!!!,dukung DPRD BAL untuk segera sah RUU kepalangmerahan oleh DPR RI moga segera sah ! !,0.298252155771295,positive,moderate,positive,"mengandung dukungan terhadap proses legislasi DPR, ada harapan juga ""semoga segera di sah kan"""
9975,2018-09-13T14:35:17.000Z,Rapat Badan Legislasi Baleg DPR RI mengesahkan rancangan undang undang RUU Pesantren dan Pendidikan Keagamaan sebagai usul inisiatif DPR,rapat badan legislasi baleg DPR RI kesah rancang undang undang RUU pesantren dan didik agama bagai usul inisiatif DPR,0.0599281035291435,positive,ambiguous,neutral,berita
10796,2019-12-30T12:29:20.000Z,Agenda kegiatan reses perdana Anggota DPR RI dari Fraksi PKS Dapil Jabar VI Kota Bekasi dan Kota Depok Kegiatan reses di Kecamatan Sawangan dan Kecamatan Sawangan yang di hadiri Kader PKS di kedua wilayah,agenda giat reses perdana anggota DPR RI dari fraksi PKS dapil jabar VI kota bekas dan kota depok giat reses di camat sawangan dan camat sawangan yang di hadir kader PKS di dua wilayah,0.0570807419645304,positive,ambiguous,neutral,informasi kegiatan
8138,2017-02-05T03:01:03.000Z,wakil rakyat yg ud g pernah protes kebijakan pmrintah krn keenakan duduk dikursi empuk ya hahaha melawan_lupa,wakil rakyat yang sudah enggak pernah protes bijak pmrintah karena enak duduk kursi empuk ya hahaha melawan_lupa,0.1896749817802301,positive,moderate,negative,sindiran terhadap DPR yg dianggap tidak menjalankan fungsi kontrol
1710,2016-08-30T12:35:34.000Z,RUU Perlindungan Bidan Sudah Masuk Prolegnas DPR RI via berita_rri rrinews RUU Perlindu,RUU lindung bidan sudah masuk prolegnas DPR RI via berita_rri rrinews RUU lindu,0.1325487883908783,positive,ambiguous,neutral,informasi
4219,2017-12-24T02:40:00.000Z,Bantu Restu Suryani dapat lebih banyak tanda tangan tanda tangan diperlukan!,bantu restu suryani dapat lebih banyak tanda tangan tanda tangan perlu !,0.0988758786023702,positive,ambiguous,neutral,"petisi tanda tangan, tidak ada konteks ke DPR"
11444,2020-12-07T11:51:11.000Z,Presiden melalui surat nomor R Pres tanggal Februari menyampaikan secara resmi RUU Cipta Kerja kepada Ketua untuk dibahas dalam sidang DPR guna mendapatkan persetujuan dengan prioritas utama KumhamPasti OmnibusLawTaatProsedural Kumham x com LPN_Siantar st,presiden lalu surat nomor r pres tanggal februari sampai cara resmi RUU cipta kerja kepada ketua untuk bahas dalam sidang DPR guna dapat tuju dengan prioritas utama kumhampasti omnibuslawtaatprosedural kumham kali com LPN_Siantar st,0.1194272985343858,positive,ambiguous,neutral,berita
2124,2016-08-09T08:22:44.000Z,Forum Legislasi di Media Center DPR RI membahas RUU tentang Kamnas Keamanan Nasional DPRLive,forum legislasi di media center DPR RI bahas RUU tentang kamnas aman nasional dprlive,0.1586485042974989,positive,moderate,neutral,informasi pembahasan forum
12879,2024-12-06T03:32:12.000Z,Lima Pimpinan KPK dan lima anggota Dewan Pengawas KPK resmi di setujui dalam Rapat Paripurna DPR RI ke Para calon tersebut telah di uji kelayakan dan kepatutan nya,lima pimpin KPK dan lima anggota dewan awas KPK resmi di tuju dalam rapat paripurna DPR RI ke para calon sebut telah di uji layak dan patut nya,0.0942647491844731,positive,ambiguous,neutral,informasi atau berita
4477,2017-12-07T08:57:05.000Z,Sepinya paripurna pengesahan calon Panglima TNI Hadi Tjahjanto,sepi paripurna kesah calon panglima TNI had tjahjanto,0.0599281035291435,positive,ambiguous,negative,ada penilaian kondisi yang tidak ideal
13033,2025-11-11T14:24:58.000Z,Hai SahabatBahari Selasa November Badan Mutu KKP Mataram melakukan Penyambutan Tim Kunjungan Kerja RUU Pangan Komisi IV DPR RI ke Provinsi Nusa Tenggara Barat di Bandara Zainuddin Abdul Madjid BPPMHKP,hai sahabatbahari selasa november badan mutu KKP mataram laku sambut tim kunjung kerja RUU pangan komisi IV DPR RI ke provinsi nusa tenggara barat di bandara zainuddin abdul madjid BPPMHKP,0.0996679946249558,positive,ambiguous,neutral,informasi kegiatan
11228,2020-12-24T13:57:14.000Z,Mereka juga memiliki kemampuan di bidang lain yang menopang peran mereka juga memiliki kemampuan di bidang lainnya yang mendukung peran sebagai wakil rakyat dalam menentukan kebijakan demi kemashlahatan,mereka juga milik mampu di bidang lain yang topang peran mereka juga milik mampu di bidang lain yang dukung peran bagai wakil rakyat dalam tentu bijak demi kemashlahatan,0.1137907297100757,positive,ambiguous,positive,penilaian kemampuan dan peran DPR yg baik
12108,2021-12-16T10:36:33.000Z,Jelang Kongres NU Fraksi PKB DPR RI Minta Kongres Tinjau RUU TPKS,jelang kongres NU fraksi PKB DPR RI minta kongres tinjau RUU TPKS,0.2913126124515909,positive,moderate,neutral,informasi atau berita
5948,2017-07-22T12:57:03.000Z,Kunker Spesifik merupakan dari kewajiban konstitusional DPR RI dalam melakukan fungsi pengawasan terhadap kebijakan Pemerintah KunkerDPR,kunker spesifik rupa dari wajib konstitusional DPR RI dalam laku fungsi awas hadap bijak perintah kunkerdpr,0.1586485042974989,positive,moderate,neutral,informasi tugas
5298,2017-09-28T00:05:00.000Z,Sekjen Hery dan Dirjen Binapentasker Maruli Ikuti Rapat Timus Timsin RUU ttg Perlindungan Pekerja Indonesia di Luar Negeri,sekjen hery dan dirjen binapentasker maruli ikut rapat timus timsin RUU tentang lindung kerja indonesia di luar negeri,0.0798297691111313,positive,ambiguous,neutral,informasi kegiatan
7355,2017-04-07T02:47:02.000Z,Selamat atas Pengesahan Komisioner KPU RI dan Bawaslu Ri oleh DPR RI,selamat atas kesah komisioner KPU RI dan bawaslu ri oleh DPR RI,0.0798297691111313,positive,ambiguous,positive,apresiasi DPR
4266,2017-12-23T07:31:36.000Z,Bisa bantu saya dengan menandatangani petisi ini? Masih pengen peradaban manusia berlangsung tahun kedepan kan ? Manusia bereproduksi dengan baik ? TolakLGBT !!,bisa bantu saya dengan menandatangani petisi ini ? masih pengin adab manusia langsung tahun depan kan ? manusia reproduksi dengan baik ? tolaklgbt ! !,0.1972105644262274,positive,moderate,neutral,tidak ada konteks ke DPR
162,2016-12-15T14:24:17.000Z,Pembahasan RUU Terorisme dan RUU Wawasan Nusantara Diperpanjang,bahas RUU terorisme dan RUU wawas nusantara panjang,0.1586485042974989,positive,moderate,neutral,informasi atau berita
9138,2018-11-21T04:21:20.000Z,RT DPR_RI Rapat Paripurna DPR RI dengan agenda Pidato Pembukaan Masa Persidangan II Tahun Sidang dan Pelantikan Anggota Pengganti Antar Waktu DPR RI Rabu November ParipurnaDPR,RT DPR_RI rapat paripurna DPR RI dengan agenda pidato buka masa sidang II tahun sidang dan lantik anggota ganti antar waktu DPR RI rabu november paripurnadpr,0.0996679946249558,positive,ambiguous,neutral,informasi kegiatan
5170,2017-10-16T02:47:03.000Z,Information baru bagi migrant workers silahkan baca,information baru bagi migrant workers sila baca,0.1586485042974989,positive,moderate,neutral,tidak ada opini lebih lanjut
9194,2018-11-15T06:18:23.000Z,Anggota Fraksi Partai Demokrat DPR RI Ayub Khan Turun Langsung Ke lapangan Serap Aspirasi Rakyat di Dapil,anggota fraksi partai demokrat DPR RI ayub kan turun langsung ke lapang serap aspirasi rakyat di dapil,0.0798297691111313,positive,ambiguous,neutral,informasi kegiatan
